title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Mergers and Acquisitions: Managing Culture and Human Resources (Stanford Business Books (Hardcover)),804746613,9780804746618,46.81,3.99,2,52.8
"Businesses For Sale: How to Buy or Sell a Small Business - A Guide for Business Buyers, Business Owners & Business Brokers",976198525,9780976198529,0.38,4.89,2,7.27
"The Art of M&A Strategy: A Guide to Building Your Company's Future through Mergers, Acquisitions, and Divestitures (The Art of M&A Series)",71756213,9780071756211,12.99,3.99,2,18.98
Calvin and the Consolidation of the Genevan Reformation,664226620,9780664226626,9.7,3.99,2,15.69
Framework Maths: Consolidation Year 8,199150001,9780199150007,10.88,5.99,2,18.87
Framework Maths: Consolidation Year 7,199150028,9780199150021,N/A,N/A,N/A,N/A
On Baking: A Textbook of Baking and Pastry Fundamentals (2nd Edition),131579231,9780131579231,13.04,3.99,2,19.03
Essential Anatomy & Physiology in Maternity Care,443100411,443100411,44.99,3.99,2,50.98
The Motherhood Constellation: A Unified View Of Parent-infant Psychotherapy,465026028,9780465026029,2.47,3.99,2,8.46
Fundamentals of Aerodynamics,1259129918,9781259129919,126.87,0,2,128.87
"Understanding Space: An Introduction to Astronautics, 3rd Edition (Space Technology)",73407755,9780073407753,25.0,5.45,2,32.45
The Cultural Contradictions of Motherhood,300076525,9780300076523,8.66,3.99,2,14.65
Born Out of Place: Migrant Mothers and the Politics of International Labor,520282027,9780520282025,1.95,3.98,2,7.93
Fundamentals of Aerodynamics,73398101,9780073398105,48.13,3.69,2,53.82
"Neon Wasteland: On Love, Motherhood, and Sex Work in a Rust Belt Town",520266919,9780520266919,18.48,3.99,2,24.47
"Ain't No Trust: How Bosses, Boyfriends, and Bureaucrats Fail Low-Income Mothers and Why It Matters",520274725,9780520274723,12.77,0,2,14.77
Motherload: Making It All Better in Insecure Times,520278100,9780520278103,15.31,3.99,2,21.3
Flight Vehicle Aerodynamics (The MIT Press),262526441,9780262526449,41.96,5.42,2,49.38
"Hypersonic and High-Temperature Gas Dynamics, Second Edition (AIAA Education)",1563477807,9781563477805,73.89,3.99,2,79.88
Opposing Viewpoints Series - Teenage Pregnancy (hardcover edition),737712449,9780737712445,3.0,4.36,2,9.36
Aerodynamics for Engineering Students,80966322,9780080966328,88.45,3.99,2,94.44
Introduction to Physical Gas Dynamics,882753096,9780882753096,69.99,0,2,71.99
Contemporary Motherhood: The Impact of Children on Adult Time,754649989,9780754649984,28.82,6.47,2,37.29
Media and Middle Class Moms: Images and Realities of Work and Family,415993083,9780415993081,181.74,3.99,2,187.73
Introduction to Flight Testing and Applied Aerodynamics (Aiaa Education Series),1600868274,9781600868276,76.25,3.99,2,82.24
Jet Propulsion: A Simple Guide to the Aerodynamic and Thermodynamic Design and Performance of Jet Engines,521541441,9780521541442,12.96,3.99,2,18.95
Orbital Mechanics for Engineering Students (Aerospace Engineering),80977472,9780080977478,46.54,6.39,2,54.93
Foundations of Aerodynamics: Bases of Aerodynamic Design,471129194,9780471129196,24.5,3.99,2,30.49
Introduction to Aircraft Aeroelasticity and Loads,470858400,9780470858400,136.66,3.99,2,142.65
Aerodynamics for Engineering Students,81001940,9780081001943,55.33,3.99,2,61.32
Hypersonic Airbreathing Propulsion (Aiaa Education),1563470357,9781563470356,102.22,6.55,2,110.77
Air Breathing Engines,9380026897,9789380026893,12.71,4.84,2,19.55
"Biker Gangs and Transnational Organized Crime, Second Edition",323298702,9780323298704,15.93,0,2,17.93
Mafia and Outlaw Stories from Italian Life and Literature (Toronto Italian Studies (Paperback)),802095615,9780802095619,2.44,3.99,2,8.43
The Gambler King of Clark Street: Michael C. McDonald and the Rise of Chicago's Democratic Machine (Elmer H Johnson & Carol Holmes Johnson Series in Criminology),809328933,9780809328932,2.34,3.99,2,8.33
Deconstructing Organized Crime: An Historical and Theoretical Study,786465808,9780786465804,1.99,3.98,2,7.97
Stage Makeup (9th Edition),136061532,9780136061533,20.1,3.99,2,26.09
"Designer Drafting and Visualizing for the Entertainment World, Second Edition",240818911,9780240818917,56.82,3.99,2,62.81
Survey of Historic Costume,1628921676,9781628921670,58.5,4.98,2,65.48
Theatre: Its Art and Craft,1442277742,9781442277748,40.64,3.99,2,46.63
The Backstage Handbook: An Illustrated Almanac of Technical Information,911747397,9780911747393,17.88,4.97,2,24.85
What is Scenography? (Theatre Studies),415473209,9780415473200,23.78,4.49,2,30.27
SCM Core Text Theology and Sexuality,334045304,9780334045304,30.52,3.99,2,36.51
A Way of Escape: Freedom from Sexual Strongholds,1565078276,9781565078277,3.68,3.99,2,9.67
The Nature of Love: A Theology,827208286,9780827208285,2.07,3.99,2,8.06
When Helping You Is Hurting Me: Escaping the Messiah Trap,824521080,9780824521080,3.35,3.99,2,9.34
Essentials of Stage Management,878301992,8601300385167,40.1,3.99,2,46.09
"The Art of Theatrical Design: Elements of Visual Composition, Methods, and Practice",1138021504,9781138021501,63.89,3.99,2,69.88
Cancer Immunotherapy Principles and Practice,1620700972,9781620700976,239.94,3.99,2,245.93
The Art of Couture Sewing,1563675390,9781563675393,21.9,3.99,2,27.89
Lung Cancer,1118468740,9781118468746,145.53,3.99,2,151.52
IASLC Textbook of Prevention and Early Detection of Lung Cancer,1841843016,9781841843018,44.29,3.99,2,50.28
Lung Cancer: Principles and Practice,781746205,9780781746205,9.52,3.99,2,15.51
"Pulmonary Nanomedicine: Diagnostics, Imaging, and Therapeutics",9814316482,9789814316484,202.12,3.99,2,208.11
"Nonlinear Dynamics and Chaos: With Applications to Physics, Biology, Chemistry, and Engineering, Second Edition (Studies in Nonlinearity) (Volume 1)",813349109,9780813349107,56.24,3.99,2,62.23
From Calculus to Chaos: An Introduction to Dynamics,198500777,8601417393772,19.32,3.99,2,25.31
Chaos in Dynamical Systems,521010845,9780521010849,70.72,3.99,2,76.71
Mastering Simulink,131424777,9780131424777,6.33,3.99,2,12.32
"An Introduction to Chaotic Dynamical Systems, 2nd Edition",813340853,9780813340852,26.42,3.99,2,32.41
"Differential Equations, Dynamical Systems, and an Introduction to Chaos",123820103,9780123820105,51.07,3.99,2,57.06
Dynamical Systems and Chaos (Applied Mathematical Sciences),1441968695,9781441968692,87.39,3.99,2,93.38
"Nonlinear Dynamics And Chaos: With Applications To Physics, Biology, Chemistry, And Engineering (Studies in Nonlinearity)",738204536,9780738204536,19.43,4.49,2,25.92
Discrete Dynamical Systems: Theory and Applications,198533845,9780198533849,18.39,4.7,2,25.09
"Differential Equations, Dynamical Systems, and an Introduction to Chaos (Pure and Applied Mathematics)",123497035,9780123497031,17.09,3.99,2,23.08
Invitation to Dynamical Systems (Dover Books on Mathematics),486485943,800759485949,10.03,3.99,2,16.02
A First Course in Dynamics: with a Panorama of Recent Developments,521587506,9780521587501,54.06,3.98,2,60.04
Chaotic Dynamics: An Introduction Based on Classical Mechanics,521547830,9780521547833,19.15,3.98,2,25.13
Hamiltonian Chaos and Fractional Dynamics,198526040,9780198526049,N/A,N/A,N/A,N/A
Chaos and Nonlinear Dynamics: An Introduction for Scientists and Engineers,198507232,9780198507239,28.13,3.99,2,34.12
"Statistical Physics: Statics, Dynamics and Renormalization",9810237642,9789810237646,32.99,3.99,2,38.98
Latin American Economic Development (Routledge Textbooks in Development Economics),1138848816,9781138848818,39.0,3.99,2,44.99
Economics of Development (Seventh Edition),393934357,9780393934359,78.14,3.99,2,84.13
"Contending Economic Theories: Neoclassical, Keynesian, and Marxian (The MIT Press)",262517833,9780262517836,19.18,3.99,2,25.17
Global Political Economy: Contemporary Theories (Ripe Series in Global Political Economy),415694116,9780415694117,44.84,5.15,2,51.99
"Economics, Politics, and American Public Policy",765637707,9780765637703,30.86,0,2,32.86
Comparative Economics in a Transforming World Economy (The MIT Press),262037335,9780262037334,93.6,0,2,95.6
Comparative Economics in a Transforming World Economy (The MIT Press),262182343,9780262182348,9.61,3.99,2,15.6
Conflict and Cooperation: Institutional and Behavioral Economics,1405113561,9781405113564,38.23,6.47,2,46.7
Fighting Poverty in the US and Europe: A World of Difference (The Rodolfo De Benedetti Lecture Series),199286108,9780199286102,2.33,4.49,2,8.82
African Economic Development,125199929,9780125199926,18.0,3.99,2,23.99
The New Geography of Global Income Inequality,674019873,9780674019874,17.06,3.99,2,23.05
"The Good Life: Aspiration, Dignity, and the Anthropology of Wellbeing",804792534,9780804792530,0.53,4.92,2,7.45
"China and the Asian Economies: Interactive Dynamics, Synergy and Symbiotic Growth",415723531,9780415723534,79.57,3.99,2,85.56
Durable Inequality,520211715,9780520211711,6.01,3.99,2,12.0
"Butch Queens Up in Pumps: Gender, Performance, and Ballroom Culture in Detroit (Triangulations: Lesbian/Gay/Queer Theater/Drama/Performance)",472051962,9780472051960,16.95,3.99,2,22.94
"The Health of Lesbian, Gay, Bisexual, and Transgender People: Building a Foundation for Better Understanding",309210615,9781844833771,5.98,3.98,2,11.96
Homoeroticism in Imperial China: A Sourcebook,415551447,9780415551441,72.41,3.99,2,78.4
Curriculum Development in the Postmodern Era (Critical Education Practice),815319266,9780815319269,1.51,3.99,2,7.5
Queer Activism in India: A Story in the Anthropology of Ethics,822353199,9780822353195,12.06,3.99,2,18.05
A Matter of Justice: Lesbians and Gay Men in Law Enforcement,415914698,9780415914697,39.36,3.99,2,45.35
Sweet Tea: Black Gay Men of the South,807872261,9780807872260,7.94,3.98,2,13.92
LGBT Identity and Online New Media,415998670,9780415998673,24.8,3.99,2,30.79
I Am Your Sister: Collected and Unpublished Writings of Audre Lorde (Transgressing Boundaries: Studies in Black Politics and Black Communities),199846456,9780199846450,15.27,3.99,2,21.26
Love Stories: Sex between Men before Homosexuality,226426165,9780226426167,8.38,0,2,10.38
LGBT Youth in America's Schools,472031406,9780472031405,1.99,3.99,2,7.98
"Sexual Orientation and Gender Expression in Social Work Practice: Working with Gay, Lesbian, Bisexual, and Transgender People",231127294,9780231127295,15.72,3.99,2,21.71
"Between the Sheets, in the Streets: Queer, Lesbian, Gay Documentary (Visible Evidence)",816627754,9780816627752,3.0,3.99,2,8.99
Affirmative Psychotherapy and Counseling for Lesbians and Gay Men,761917691,9780761917694,25.27,3.99,2,31.26
Tunable Laser Diodes and Related Optical Sources,471208167,9780471208167,89.99,3.99,2,95.98
"Photonics Rules of Thumb: Optics, Electro-Optics, Fiber Optics and Lasers",71385193,9780071385190,21.06,3.99,2,27.05
Understanding Fiber Optics (5th Edition),131174290,9780131174290,22.85,3.99,2,28.84
Introduction to Fiber Optics,750667567,9780750667562,17.99,3.99,2,23.98
Fundamentals of Optical Fibers,471221910,9780471221913,49.42,3.99,2,55.41
RF Photonic Technology in Optical Fiber Links,521037085,9780521037082,64.69,3.98,2,70.67
Nonlinear Fiber Optics (Optics and Photonics),123970237,9780123970237,96.95,0,2,98.95
Fiber Amplifiers and Fiber Lasers,9814630381,9789814630382,101.62,3.99,2,107.61
"DWDM: Networks, Devices, and Technology",471269050,471269050,79.61,3.99,2,85.6
"Technician's Guide to Fiber Optics, 4E",1401812708,9781401812706,1.75,3.99,2,7.74
Coarse Wavelength Division Multiplexing: Technologies and Applications (Optical Science and Engineering),849335337,9780849335334,106.35,0,2,108.35
"Tellurite Glasses Handbook: Physical Properties and Data, Second Edition",1439849838,9781439849835,83.58,3.98,2,89.56
Systematic Instruction for Students with Moderate and Severe Disabilities,1598571931,9781598571936,28.0,5.09,2,35.09
Learners with Mild Disabilities: A Characteristics Approach (4th Edition),137060769,9780137060764,15.64,3.99,2,21.63
Power Electronic Converters Modeling and Control: with Case Studies (Advanced Textbooks in Control and Signal Processing),1447154770,9781447154778,N/A,N/A,N/A,N/A
Creating Effective Programs for Students with Emotional and Behavior Disorders: Interdisciplinary Approaches for Adding Meaning and Hope to Behavior Change Interventions,205322018,9780205322015,9.25,3.99,2,15.24
AAP Developmental and Behavioral Pediatrics,1581102747,9781581102741,24.5,3.99,2,30.49
The Guidebook for Linemen and Cablemen,1111035016,9781111035013,61.03,3.99,2,67.02
Educating Children With Multiple Disabilities: A Collaborative Approach,1557667101,8580000046960,8.67,3.98,2,14.65
"Teaching Math to People with Down Syndrome and Other Hands-On Learners: Book 2, Advanced Survival Skills (Topics in Down Syndrome)",1890627666,9781890627669,16.99,0,2,18.99
Power Line Worker Substation Level 3 Trainee Guide,132948664,9780132948661,402.77,0,2,404.77
Manual of Aphasia and Aphasia Therapy,890799636,9780890799635,13.15,3.99,2,19.14
"Electrical Control for Machines, 6E",766861988,9780766861985,11.88,5.64,2,19.52
"Mental Retardation: A LifeSpan Approach to People with Intellectual Disabilities, Eighth Edition",131112163,9780131112162,2.29,3.99,2,8.28
"Mental Retardation: Historical Perspectives, Current Practices, and Future Directions",205359027,9780205359028,2.98,3.99,2,8.97
"Right from the Start: Behavioral Intervention for Young Children with Autism, second edition (Topics in Autism)",1890627801,9781890627805,4.99,3.99,2,10.98
Mad at School: Rhetorics of Mental Disability and Academic Life (Corporealities: Discourses Of Disability),472051385,9780472051380,19.0,4.97,2,25.97
"American Sign Language Green Books, A Teacher's Resource Text on Curriculum, Methods, and Evaluation (American Sign Language Series)",930323858,9780930323851,4.96,3.99,2,10.95
Power Systems Analysis and Design,534548849,9780534548841,16.87,5.77,2,24.64
Fetal Alcohol Spectrum Disorders: Interdisciplinary perspectives,415670160,9780415670166,48.0,3.99,2,53.99
AVR Microcontroller and Embedded Systems: Using Assembly and C (Pearson Custom Electronics Technology),138003319,9780138003319,145.78,3.98,2,151.76
Foundations of Electric Circuits,139077421,9780139077425,21.45,3.99,2,27.44
Electrical Level 3 Trainee Guide (9th Edition),134738233,9780134738239,117.99,3.99,2,123.98
Telecommunications Wiring (3rd Edition),130286966,9780130286963,42.0,3.99,2,47.99
Signals and Linear Systems,471825131,9780471825135,10.01,3.99,2,16.0
Schaum's Outline of Electrical Power Systems,70459177,9780070459175,5.54,3.99,2,11.53
DC/AC Fundamentals: A Systems Approach,132933934,9780132933933,90.98,3.99,2,96.97
"Electrical Machines, Drives and Power Systems (6th Edition)",131776916,9780131776913,99.0,0,2,101.0
Power Systems Analysis (2nd Edition),136919901,9780136919902,57.86,3.99,2,63.85
Candide (Cliffs Notes),822002833,9780822002833,0.01,3.99,2,6.0
HVDC Transmission: Power Conversion Applications in Power Systems,470822953,9780470822951,121.16,3.99,2,127.15
IB French B: Course Book: Oxford IB Diploma Program,198390068,9780198390060,11.07,0,2,13.07
The Old Testament (Cliffs Notes),822009498,9780822009498,0.1,4.89,2,6.99
Grammar & Writing: Student Textbook Grade 5 2nd Edition 2014,544044231,997256,15.4,4.49,2,21.89
Saxon Grammar and Writing: Student Textbook Grade 7 2009,1419098543,9781419098543,19.99,3.99,2,25.98
Grammar & Writing: Student Textbook Grade 6 2nd Edition 2014,544044266,9780544044265,37.44,3.99,2,43.43
"Saxon Math, Intermediate, Grade 3",1600325343,9781600325342,19.78,0,2,21.78
Saxon Grammar and Writing: Student Textbook Grade 5 2009,1419098403,9781419098406,30.0,3.99,2,35.99
Sewage Treatment Worker(Passbooks) (Career Examination Passbooks),837307341,9780837307343,57.99,3.99,2,63.98
For Whom The Bell Tolls (Cliffs Notes),822004976,49086004977,4.05,1.0,2,7.05
Anna Karenina (Cliffs Notes),822001837,9780822001836,0.1,4.89,2,6.99
Dr. Jekyll and Mr. Hyde: A Kaplan SAT Score-Raising Classic (Kaplan Test Prep),1607148633,8581000050377,5.45,4.49,2,11.94
Saxon Math Intermediate 5,1600325467,9781600325465,12.89,3.99,2,18.88
Cambridge IGCSE & International Certificate Spanish Foreign Language (Cambridge IGCSE Modern Foreign Languages) (Spanish Edition),1444181009,9781444181005,28.64,3.99,2,34.63
Leadership: Theory and Practice,1506362311,9781506362311,74.25,5.28,2,81.53
The Diary of Anne Frank (Cliffs Notes),822003902,9780822003908,0.1,4.89,2,6.99
T. S. Eliot's Major Poems and Plays (Cliffs Notes),822012464,49086012460,1.95,3.99,2,7.94
Euripides' Electra and Medea,822004240,9780822004240,0.1,4.89,2,6.99
Saxon Math 8/7: Homeschool Student Text,1591413206,9781591413202,17.39,6.49,2,25.88
Excellence in Business Communication (12th Edition),134319052,9780134319056,77.59,3.99,2,83.58
"Saxon Math, Intermediate 4 (Student Edition)",1600325408,9781600325403,9.98,6.12,2,18.1
Doctor Faustus (Cliffs Notes),822004062,49086004069,0.75,3.99,2,6.74
No-Nonsense Algebra: Part of the Mastering Essential Math Skills Series,984362991,9780984362998,22.25,4.79,2,29.04
CliffsNotes on Shaw's Pygmalion and Arms and The Man,822011034,49086011036,0.25,4.89,2,7.14
Cambridge IGCSE Physics: Student Book (Collins Cambridge IGCSE ),7592671,9780007592678,8.57,3.99,2,14.56
"Reframing Organizations: Artistry, Choice, and Leadership",1119281814,9781119281818,28.66,3.99,2,34.65
"Reframing Organizations: Artistry, Choice, and Leadership",1118573331,8601400051412,56.17,3.99,2,62.16
The Old World and America,895552027,9780895552020,9.55,3.99,2,15.54
Saxon Math 54: An Incremental Development,1565770331,9781565770331,5.36,3.99,2,11.35
About Teaching Mathematics: A K-8 Resource (4th Edition),1935099329,9781935099321,45.99,3.99,2,51.98
CMSA Core Curriculum for Case Management,781779170,9780781779173,2.65,3.99,2,8.64
Meeting the Ethical Challenges of Leadership: Casting Light or Shadow,1506321631,9781506321639,76.91,3.99,2,82.9
"Primal Leadership, With a New Preface by the Authors: Unleashing the Power of Emotional Intelligence",1422168034,8601400083932,3.9,4.99,2,10.89
Management and Leadership for Nurse Administrators: Navigate 2 Advantage Access,1284067629,9781284067620,72.12,0,2,74.12
Images of Organization,1412939798,8601200540642,45.27,3.99,2,51.26
Becoming a Master Manager: A Competing Values Approach,1118582586,9781118582589,45.93,3.99,2,51.92
Communicating for Results: A Guide for Business and the Professions (MindTap Course List),1305280261,9781305280267,72.95,3.99,2,78.94
Long-Term Care: Managing Across the Continuum,1284054594,9781284054590,49.59,3.99,2,55.58
Cases in Leadership (The Ivey Casebook Series),1483383261,9781483383262,24.77,3.69,2,30.46
"Securities Regulation: Cases and Materials, Seventh Edition (Aspen Casebook)",1454825014,9781454825012,5.99,3.94,2,11.93
Global Issues in Securities Law,314278710,9780314278715,9.84,3.99,2,15.83
Security Law and Methods,750679948,9780750679947,51.0,5.52,2,58.52
Securities Regulation: Cases and Materials (Aspen Casebook),1454868392,9781454868392,129.99,3.99,2,135.98
Securities Law (Concepts and Insights),1609304691,9781609304690,19.99,3.99,2,25.98
Protective Security Law,750692790,9780750692793,11.1,4.49,2,17.59
Securities Regulation: Selected Statutes Rules and Forms: 2016 Supplement (Supplements),1454875496,9781454875499,16.5,3.99,2,22.49
Introduction to Security,123850576,9780123850577,27.27,3.95,2,33.22
Regulation of Derivative Financial Instruments ( (American Casebook Series),314289704,9780314289704,169.0,3.99,2,174.99
Securities Regulation (University Casebook Series),1609304136,9781609304133,20.0,3.99,2,25.99
"Securities Litigation and Enforcement, Cases and Materials, 3d (American Casebook Series)",314277811,9780314277817,17.26,0,2,19.26
Hazard Mitigation in Emergency Management,124201342,9780124201347,50.0,0,2,52.0
"Examples & Explanations: Securities Regulation, Sixth Edition",1454833920,9781454833925,8.39,3.95,2,14.34
"Securities Regulation: Cases and Materials, 8th (American Casebook) (American Casebook Series)",314189602,9780314189608,18.57,3.99,2,24.56
Digital VLSI Design with Verilog: A Textbook from Silicon Valley Polytechnic Institute,3319047884,9783319047881,54.0,5.5,2,61.5
Digital Design and Computer Architecture: ARM Edition,128000562,4708364244349,34.14,3.99,2,40.13
"Microelectronic Circuit Design, 5th Edition",73529605,9780073529608,85.51,0,2,87.51
Introduction to Electric Circuits,1118477502,9781118477502,110.0,5.47,2,117.47
Design for Electrical and Computer Engineers,73380350,9780073380353,38.0,3.99,2,43.99
The Analysis and Design of Linear Circuits,1118065581,9781118065587,9.87,3.99,2,15.86
Introduction to Logic Circuits & Logic Design with VHDL,3319341944,9783319341941,78.39,3.99,2,84.38
Fundamentals of Microelectronics,1118156323,9781118156322,209.49,0,2,211.49
"CMOS Circuit Design, Layout, and Simulation, 3rd Edition (IEEE Press Series on Microelectronic Systems)",470881321,9780470881323,72.9,3.99,2,78.89
"Ones and Zeros: Understanding Boolean Algebra, Digital Circuits, and the Logic of Sets",780334264,9780780334267,23.1,0,2,25.1
"Digital Design: Principles and Practices (4th Edition, Book only)",131863894,9780131863897,19.98,3.99,2,25.97
Electronic Circuit Analysis and Design,256119198,9780256119190,3.93,3.99,2,9.92
Radio Frequency Transistors: Principles and Practical Applications (EDN Series for Design Engineers),750672811,9780750672818,43.0,3.99,2,48.99
Tradeoffs and Optimization in Analog CMOS Design,470031360,9780470031360,70.0,3.99,2,75.99
"Queer TV: Theories, Histories, Politics",415450462,9780415450461,47.4,3.99,2,53.39
Political Institutions and Lesbian and Gay Rights in the United States and Canada (Routledge Studies in North American Politics),415806518,9780415806510,31.89,3.99,2,37.88
"Lesbian, Gay, Bisexual, Trans and Queer Psychology: An Introduction",521876664,9780521876667,61.92,3.99,2,67.91
Interviews/Entrevistas,415925045,9780415925044,21.66,3.99,2,27.65
Disciplining Gender: Rhetorics of Sex Identity in Contemporary U.S. Culture,1558494383,9781558494381,5.86,3.99,2,11.85
Homosexuality and the Mental Health Professions: The Impact of Bias (GAP REPORT (GROUP FOR THE ADVANCEMENT OF PSYCHIATRY)),881633186,9780881633184,4.0,3.99,2,9.99
Shakesqueer: A Queer Companion to the Complete Works of Shakespeare (Series Q),822348454,9780822348450,21.61,3.99,2,27.6
Becoming a Woman: A Biography of Christine Jorgensen (Sexual Minorities in Historical Context),1560236663,9781560236665,25.5,3.99,2,31.49
Genealogy Of Queer Theory (American Subjects),1566397871,9781566397872,4.47,3.99,2,10.46
Israel/Palestine and the Queer International,822353733,9780822353737,2.98,3.99,2,8.97
"Play, Creativity, and Social Movements: If I Can't Dance, It’s Not My Revolution (Routledge Advances in Sociology)",415849195,9780415849197,35.0,5.12,2,42.12
Out in Theory: The Emergence of Lesbian and Gay Anthropology,252070763,9780252070761,3.24,3.99,2,9.23
"The World Turned: Essays on Gay History, Politics, and Culture",822330237,9780822330233,6.0,3.99,2,11.99
The Good Earth (Cliffs Notes),822005352,49086005356,0.01,3.99,2,6.0
The Works of Simone de Beauvoir: The Second Sex and The Ethics Of Ambiguity,1461134889,9781461134886,11.49,3.95,2,17.44
"How to Write the Perfect Personal Statement: Write powerful essays for law, business, medical, or graduate school application (Peterson's Perfect Personal Statements)",768928168,9780768928167,20.0,3.99,2,25.99
"Queer French: Globalization, Language, and Sexual Citizenship in France",754647951,9780754647959,98.08,3.99,2,104.07
Board Certification in Clinical Neuropsychology: A Guide to Becoming ABPP/ABCN Certified Without Sacrificing Your Sanity (AACN Workshop Series),195341341,9780195341348,40.92,3.99,2,46.91
Theory of Knowledge Third Edition,1471804151,9781471804151,38.72,0,2,40.72
Cyrano de Bergerac (Cliffs Notes),822003465,785555009622,0.01,3.99,2,6.0
MCAT Prep Course,1889057983,9781889057989,8.97,3.99,2,14.96
Stoker's Dracula (Cliffs Notes),822004178,9780822004172,4.05,1.0,2,7.05
Shakespeare's As You Like It (Cliffs Notes),822000075,9780822000075,0.01,3.99,2,6.0
Painter(Passbooks) (Career Examination Series),837305705,9780837305707,37.95,0,2,39.95
Autobiography of Malcolm X (Cliffs Notes),822008025,49086008029,0.01,4.99,2,7.0
The Divine Comedy: Paradiso (Cliffs Notes),822003961,785555009745,2.69,4.77,2,9.46
Dante's The Divine Comedy: Purgatorio (Cliffs Notes),822003945,9780822003946,6.95,3.99,2,12.94
CAPM In Depth: Certified Associate in Project Management Study Guide for the CAPM Exam,1435455347,9781435455344,29.41,3.99,2,35.4
CliffsNotes on Fowles' The French Lieutenant's Woman,822004992,9780822004998,0.1,4.89,2,6.99
Rocket Propulsion Elements,1118753658,9781118753651,83.95,3.99,2,89.94
Robust and Adaptive Control: With Aerospace Applications (Advanced Textbooks in Control and Signal Processing),1447143957,9781447143956,64.99,5.4,2,72.39
Rocket Manual - 1942 onwards: An insight into the development and technology of space rockets and satellite launchers (Owners' Workshop Manual),857333712,9780857333711,15.3,3.99,2,21.29
"Flying the Beam: Navigating the Early US Airmail Airways, 1917-1941",1557536856,9781557536853,62.64,3.99,2,68.63
Applied Space Systems Engineering (Space Technology),73408867,9780073408866,345.0,3.99,2,350.99
Lunar and Planetary Rovers: The Wheels of Apollo and the Quest for Mars (Springer Praxis Books),387307745,9780387307749,11.49,5.36,2,18.85
Fundamental Algorithms in Computational Fluid Dynamics (Scientific Computation),3319050524,9783319050522,80.92,3.99,2,86.91
"Healthcare Operations Management, Third Edition",1567938515,9781567938517,77.16,4.49,2,83.65
Introduction to Space: The Science of Spaceflight (Orbit A Foundation Series),894640682,9780894640681,40.0,3.99,2,45.99
Quality (5th Edition),131592491,9780131592490,17.73,3.95,2,23.68
Introduction to Space Flight,134819128,9780134819129,26.54,3.99,2,32.53
Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies,873895622,9780873895620,22.75,3.99,2,28.74
Animals in Space: From Research Rockets to the Space Shuttle (Springer Praxis Books),387360530,9780387360539,28.49,4.49,2,34.98
Frontiers of Propulsion Science (Progress in Astronautics & Aeronautics),1563479567,9781563479564,95.79,3.99,2,101.78
Enterprise Systems Backup and Recovery: A Corporate Insurance Policy,1420076396,9781420076394,51.3,0,2,53.3
Praxis Manned Spaceflight Log 1961-2006 (Springer Praxis Books),387341757,9780387341750,8.82,6.03,2,16.85
"Leadership For Health Professionals: Theory, Skills, and Applications",763781517,9780763781514,1.96,3.98,2,7.94
Design of Geosynchronous Spacecraft,132001144,9780132001144,2.0,3.99,2,7.99
"Managing, Controlling, and Improving Quality",471697915,9780471697916,61.77,3.99,2,67.76
Organizational Culture and Leadership (The Jossey-Bass Business & Management Series),1119212049,9781119212041,32.18,3.99,2,38.17
Spacecraft Trajectory Optimization (Cambridge Aerospace Series),1107653827,9781107653825,34.99,3.99,2,40.98
Transforming Leaders Into Progress Makers: Leadership for the 21st Century,1412974690,9781412974691,11.59,3.99,2,17.58
Basics of Health Care Performance Improvement: A Lean Six Sigma Approach,763772143,9780763772147,85.99,3.99,2,91.98
Managing Organizational Behavior:  What Great Managers Know and Do,73530409,9780073530406,66.0,3.99,2,71.99
Effective Management of Long-Term Care Facilities,1284052710,9781284052718,59.76,0,2,61.76
"MGMT: Principles of Management (Book and Coursemate Access Card) (New, Engaging Titles from 4LTR Press)",1285867505,9781285867502,4.61,3.99,2,10.6
Transforming Health Care: Virginia Mason Medical Center's Pursuit of the Perfect Patient Experience,1563273756,9781563273759,2.99,3.99,2,8.98
Schaum's Outline of Operations Research,70080208,9780070080201,2.73,3.99,2,8.72
Business Intelligence: A Managerial Perspective on Analytics (3rd Edition),133051056,9780133051056,14.1,3.99,2,20.09
Six Sigma Demystified: A Self-Teaching Guide,71445447,9780071445443,4.05,1.0,2,7.05
The Nature of Leadership,1483359271,9781483359274,79.07,3.99,2,85.06
Leadership Communication,73403202,9780073403205,73.99,0,2,75.99
"Organizations: Behavior, Structure, Processes",78112664,9780078112669,82.33,3.99,2,88.32
Fundamentals of Quality Control and Improvement (2nd Edition),136450865,9780136450863,6.14,6.28,2,14.42
Exotic Nation: Maurophilia and the Construction of Early Modern Spain,812221737,9780812221732,20.45,3.99,2,26.44
Breves cuentos hispanos (4th Edition),132391643,9780132391641,21.35,3.99,2,27.34
"Leadership in a Diverse and Multicultural Environment: Developing Awareness, Knowledge, and Skills",761988602,9780761988601,39.99,3.99,2,45.98
Quality & Performance Excellence,324827067,9780324827064,2.31,3.99,2,8.3
Enterprise Excellence: A Practical Guide to World Class Competition,470274735,9780470274736,1.99,3.99,2,7.98
Introducción a la literatura Espanola: An Anthology of Spanish Literature (Spanish Edition),1585101176,9781585101177,27.19,0,2,29.19
Self-Leadership: The Definitive Guide to Personal Excellence,1506314465,9781506314464,26.99,3.99,2,32.98
