title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Attitudes And Persuasion: Classic And Contemporary Approaches,081333005X,9780813330051,18.29,4.99,2,25.28
"The Americans: Reconstruction to the 21st Century, California Edition",061855713X,9780618557134,18.38,3.99,2,24.37
Psychology of the Media (Palgrave Insights in Psychology Series),0230249868,9780230249868,11.99,3.99,2,17.98
The Psychology of Happiness: A Good Human Life,0521138671,9780521138673,25.0,0,2,27.0
The Ambivalent Partisan: How Critical Loyalty Promotes Democracy (Series in Political Psychology),0199772754,9780199772759,55.71,3.99,2,61.7
GENERAL SCIENCE STUDENT WORKBOOK,0785436480,9780785436485,9.22,5.12,2,16.34
Interior Graphic Standards,047140568X,8601422869668,41.99,3.99,2,47.98
Defoe's Robinson Crusoe (Cliffs Notes),0822011506,0049086011500,0.99,3.99,2,6.98
Materials and Their Applications in Landscape Design,047011293X,9780470112939,63.94,3.99,2,69.93
The Invention of Brownstone Brooklyn: Gentrification and the Search for Authenticity in Postwar New York,0199930341,9780199930340,11.2,3.99,2,17.19
The Cultural Origins of Human Cognition,0674005821,9780674005822,14.88,0,2,16.88
"Seismic Design of Building Structures, 11th Ed",1591264707,9781591264705,55.0,3.99,2,60.99
Honor and Slavery,0691017190,9780691017198,1.99,3.99,2,7.98
Altruism in Humans,0195341066,9780195341065,44.83,3.99,2,50.82
Political Psychology: Key Readings (Key Readings in Social Psychology),1841690708,9781841690704,10.71,3.99,2,16.7
Delf B2. 200 Activities. Textbook + Key (French Edition),2090352434,9782090352436,30.58,3.99,2,36.57
Behind the Mask of Chivalry: The Making of the Second Ku Klux Klan,0195098366,9780195098365,15.52,3.99,2,21.51
Plato's the Republic: Notes,0822011298,0049086011296,0.1,4.89,2,6.99
Catastrophe in the Making: The Engineering of Katrina and the Disasters of Tomorrow,1610911636,9781610911634,10.86,3.99,2,16.85
"Culture′s Consequences: Comparing Values, Behaviors, Institutions and Organizations Across Nations",0803973241,9780803973244,66.74,3.99,2,72.73
"Health, Happiness, and Well-Being: Better Living Through Psychological Science",1452203172,9781452203171,18.99,3.99,2,24.98
The Group in Society,1412924685,9781412924689,27.97,3.99,2,33.96
Salvage Secrets Design & Decor: Transform Your Home With Reclaimed Materials,0393733882,9780393733884,9.18,3.99,2,15.17
Kitchen and Bath Design: A Guide to Planning Basics,0470392002,9780470392003,34.96,0,2,36.96
Paul T. Frankl and Modern American Design,0300121024,9780300121025,3.36,3.99,2,9.35
Lighting for Interior Design (Portfolio Skills),185669836X,9781856698368,8.99,3.99,2,14.98
Companion Book for MyInteriorDesignKit,0132115212,9780132115216,59.98,3.99,2,65.97
Dakota Philosopher: Charles Eastman and American Indian Thought,087351629X,9780873516297,5.0,3.99,2,10.99
Renzo Mongiardino (Trade),1614281025,9781614281023,37.95,3.99,2,43.94
CliffsNotes on Shakespeare's The Tempest,0822000830,9780822000839,0.01,3.99,2,6.0
Black Metropolis: A Study of Negro Life in a Northern City,022625321X,9780226253213,31.08,3.99,2,37.07
Ecosystems of Florida,0813010225,9780813010229,10.47,3.99,2,16.46
Shakespeare's As You Like It (Cliffs Notes),0822000075,9780822000075,0.01,3.99,2,6.0
Understanding Sexuality Research,0534509584,9780534509583,21.76,4.49,2,28.25
Sustainable Commercial Interiors,1118456297,9781118456293,51.24,0,2,53.24
Re-de-sign: New Directions for Your Career in Interior Design,1563676397,9781563676390,17.57,3.99,2,23.56
Shakespeare's Richard III (Cliffs Notes),0822000717,9780822000716,0.1,4.89,2,6.99
Environmental Psychology for Design,1563674246,9781563674242,3.5,3.99,2,9.49
"Infectious Fear: Politics, Disease, and the Health Effects of Segregation (Studies in Social Medicine)",0807859346,9780807859346,19.9,3.99,2,25.89
Ethical Argument: Critical Thinking in Ethics,0195173163,9780195173161,6.0,4.76,2,12.76
IB French B: Course Book: Oxford IB Diploma Program,0198390068,9780198390060,11.07,0,2,13.07
Building Systems for Interior Designers,0471417335,9780471417330,5.85,0,2,7.85
"40 Reproducible Forms for the Writing Traits Classroom (Scholastic Teaching Strategies, Grades 3 and Up)",0439556848,0078073556847,4.99,0,2,6.99
How to Read Journal Articles in the Social Sciences: A Very Practical Guide for Students (SAGE Study Skills Series),1473918804,9781473918801,20.38,0,2,22.38
"D'Nealian Handwriting: Practice and Review Workbook, Grade 5",0673592855,9780673592859,12.5,3.99,2,18.49
"World English Intro: Student Book/Online Workbook Package (World English, Second Edition: Real People Real Places Real Language)",1305089553,9781305089556,29.66,4.99,2,36.65
LIFE SKILLS MATH STUDENT WORKBOOK (Ags Basic Math Skills),0785409181,9780785409182,12.88,3.99,2,18.87
Jolly Phonics Workbooks 1-7,1870946502,9781870946506,14.82,3.99,2,20.81
Forensic Engineering: Damage Assessments for Residential and Commercial Structures,143989972X,9781439899724,174.73,3.99,2,180.72
"Faust, Parts 1 and 2 (Cliffs Notes)",0822004798,9780822004790,4.49,3.99,2,10.48
"Data Networks, IP and the Internet: Protocols, Design and Operation",0470848561,0723812018659,31.06,0,2,33.06
Networks and Algorithms: An Introductory Approach,0471939935,9780471939931,34.55,6.47,2,43.02
"ServSafe Manager with Answer Sheet in Spanish, Revised (6th Edition)",0133936759,9780133936759,93.52,3.99,2,99.51
"Aurrera!: A Textbook for Studying Basque, Volume 1 (The Basque Series)",087417726X,9780874177268,53.9,0,2,55.9
Introduction to Security and Network Forensics,084933568X,9780849335686,21.74,0,2,23.74
CompTIA Network+ Self-Study Guide (2nd Edition),1418009334,9781418009335,4.48,1.0,2,7.48
A Resource for Korean Grammar Instruction (KLEAR Textbooks in Korean Language),0824838165,9780824838164,47.76,4.49,2,54.25
Mobile Platforms and Development Environments (Synthesis Lectures on Mobile and Pervasive Computing),1608458660,9781608458660,4.0,3.99,2,9.99
Ulysses (Cliffs Notes),0822013150,9780822013150,2.95,3.99,2,8.94
Houghton Mifflin Reading: Practice Book Grade 1.1-1.2,0618064486,9780618064489,11.25,3.99,2,17.24
Principles of Wireless Networks: A Unified Approach (Prentice Hall Communications Engineering and Emerging Technologies Series),0130930032,9780130930033,3.24,3.99,2,9.23
"Clear Speech: Pronunciation and Listening Comprehension in North American English, 4th Edition",1107682959,8601400042175,10.47,3.99,2,16.46
"Spanish Translated Anatomy & Physiology Reference for Beauty and Wellness Professionals, Spiral Bound Version",1111642125,9781111642129,24.98,3.99,2,30.97
Kaplan LSAT Writing Workbook,1427798427,9781427798428,2.0,3.98,2,7.98
Interpersonal Process in therapy: 5th edition workbook,0534515657,9780534515652,37.77,4.47,2,44.24
Networking Systems Design and Development (It Management),142009159X,9781420091595,30.25,5.59,2,37.84
"Peer-to-Peer Computing: Applications, Architecture, Protocols, and Challenges (Chapman & Hall/CRC Computational Science)",1439809348,9781439809341,125.79,3.99,2,131.78
Workbook for Elementary Harmony: Theory and Practice,0137576919,9780137576913,14.02,3.99,2,20.01
Relationship Marketing in Professional Services: A Study of Agency-Client Dynamics in the Advertising Sector (Routledge Advances in Management and Business Studies),0415146070,9780415146074,109.99,3.99,2,115.98
An Introduction to Kolmogorov Complexity and Its Applications (Texts in Computer Science),0387948686,9780387948683,17.09,3.99,2,23.08
MPLS and VPN Architectures (Paperback) (Networking Technology),1587143232,0619472143230,71.45,3.99,2,77.44
Events Feasibility and Development: From Strategy to Operations (Events Management),0750666404,9780750666404,34.95,4.7,2,41.65
Service Management: An Integrated Approach,027373203X,9780273732037,83.61,3.99,2,89.6
Making It Count: Math for the Beauty and Wellness Industry,1111641447,9781111641443,20.93,3.99,2,26.92
Sur le vif: Niveau intermediaire (World Languages),1133311261,9781133311263,29.69,3.99,2,35.68
Elements of Computer Algebra With Applications,0471611638,9780471611639,2.4,6.47,2,10.87
CHEMISTRY 2012 STUDENT EDITION CHEMISTRY SKILLS AND MATH WORKBOOK GRADE 11,0133204499,9780133204490,35.0,3.99,2,40.99
Thrasymachus (Greek Language),0862921392,9780862921392,24.73,3.99,2,30.72
"Four-Dimensional Leadership: The Individual, The Life Cycle, The Organization, The Community,",0131091034,9780131091030,56.71,3.99,2,62.7
Professional Beauty Therapy: The Official Guide to Level 3,1844806960,9781844806966,17.19,3.98,2,23.17
Thinking French Translation (Thinking Translation),0415255228,9780415255226,30.01,3.99,2,36.0
Academic Encounters Level 2 Teacher's Manual Reading and Writing: American Studies,1107627222,9781107627222,20.59,3.98,2,26.57
Managing Services: Challenges and Innovation,019969608X,9780199696086,34.93,5.99,2,42.92
"Service Management: Operations, Strategy, Information Technology",0071289275,9780071289276,18.97,5.99,2,26.96
Steck-Vaughn EDL Core Vocabulary: Student Workbook,155855811X,9781558558113,39.38,3.99,2,45.37
"Computer Networking. James F. Kurose, Keith W. Ross",0273768964,9780273768968,20.21,3.99,2,26.2
Data Communications and Computer Networks: A Business User’s Approach,1418836109,9781418836108,1.04,3.99,2,7.03
"Intermediate Technical Japanese, Volume 1: Readings and Grammatical Patterns (Technical Japanese Series)",0299185540,9780299185541,25.0,3.99,2,30.99
Candide (Cliffs Notes),0822002833,9780822002833,0.01,3.99,2,6.0
Creole Made Easy,0967993717,9780967993713,11.28,4.49,2,17.77
CMA Part 2 - Financial Decision Making Exam Secrets Study Guide: CMA Test Review for the Certified Management Accountant Exam,1609714180,9781609714185,37.8,3.99,2,43.79
Talent is Not Enough: Business Secrets for Designers (3rd Edition) (Graphic Design & Visual Communication Courses),0321984110,9780321984111,29.76,0,2,31.76
Workjobs: Activity-Centered Learning for Early Childhood,0201043114,9780201043112,16.89,3.99,2,22.88
Answer Key to Al-Kitaab Fii Ta Callum al-CArabiyya: A Textbook for Arabic: Part Two,1589010973,9781589010970,3.31,3.99,2,9.3
Milton's Paradise Lost (Cliffs Notes),0822009773,0049086009774,0.01,3.99,2,6.0
Puntos de partida: An Invitation to Spanish,0073385417,9780073385419,12.0,6.42,2,20.42
Dante's The Divine Comedy: Purgatorio (Cliffs Notes),0822003945,9780822003946,6.76,3.99,2,12.75
"Handbook of Health Economics, Volume 1B",0444504710,9780444504715,23.05,3.96,2,29.01
En avant! Beginning French (Student Edition) - Standalone book,0073386464,9780073386461,79.99,3.99,2,85.98
"Math Connects, Grade 4, Homework Practice Workbook (ELEMENTARY MATH CONNECTS)",0021072981,9780021072989,7.56,4.49,2,14.05
"The Consuming Geographies of Food: Diet, Food Deserts and Obesity (Routledge Studies of Gastronomy, Food and Drink)",0415818702,9780415818704,142.38,3.99,2,148.37
Spanish Translated Milady's Standard Professional Barbering,1435497082,9781435497085,128.59,3.99,2,134.58
Nutrition with Online Testing Voucher and Exam Prep -- Access Card Package (2nd Edition),0133086585,9780133086584,35.05,3.99,2,41.04
"Saxon Geometry: Student Edition, Practice Workbook",1602775656,9781602775657,10.44,4.49,2,16.93
Corrective Haircoloring: A Hands-On Approach,1562530836,9781562530839,5.97,3.99,2,11.96
Eros at the Banquet: Reviewing Greek with Plato's Symposium (Oklahoma Series in Classical Culture),0806141425,9780806141428,22.96,3.99,2,28.95
Teaching Language In Context (World Languages),0838417051,9780838417058,9.99,3.99,2,15.98
Neue Horizonte (World Languages),1111344191,9781111344191,85.22,3.99,2,91.21
Selected Readings in Korean (KLEAR Textbooks in Korean Language),0824826914,9780824826918,15.56,3.99,2,21.55
Workbook/Laboratory Manual to accompany Yookoso!: An Invitation to Contemporary Japanese,007249302X,9780072493023,43.95,3.93,2,49.88
Human Development Across the Lifespan,0072820578,9780072820577,3.75,3.99,2,9.74
An Introduction to Ancient Greek,0761869549,9780761869542,126.95,3.99,2,132.94
Elements of Success Student Book 3,0194028267,9780194028264,11.94,3.99,2,17.93
Basic Italian: A Grammar and Workbook (Italian and English Edition),0415347173,9780415347174,23.21,3.99,2,29.2
"Stationen, 3rd Edition (World Languages)",1285733827,9781285733821,76.94,3.99,2,82.93
Como se dice...?,0618471448,9780618471447,19.24,0,2,21.24
Italian Through Film: The Classics,0300109520,9780300109528,9.85,3.99,2,15.84
Let's Talk Level 3 Student's Book with Self-study Audio CD (Let's Talk (Cambridge)),0521692873,9780521692878,6.77,3.99,2,12.76
Plautus: Pseudolus (Latin Texts),0862920892,9780862920890,17.0,3.99,2,22.99
"Kaleidoskop: Kultur, Literatur und Grammatik, 8th Edition",1111344205,9781111344207,11.72,4.99,2,18.71
ManageFirst: Hospitality Human Resources Management and Supervision Online Exam Voucher (Standalone),0133808858,9780133808858,34.8,3.99,2,40.79
OSHA Stallcup's® High-Voltage And Telecommunication Regulations Simplified,076374347X,9780763743475,26.0,5.09,2,33.09
The Physics Companion,0750309539,9780750309530,17.5,4.99,2,24.49
NESC Handbook: A Discussion of the National Electrical Safety Code,1118145399,9781118145395,199.99,4.98,2,206.97
"Electrical Engineering: Tables, Standards, Formulas",3808530332,9783808530337,50.06,3.99,2,56.05
"Fire Protection Guide to Hazardous Materials, 2010 Edition",1616650419,9781616650414,196.03,3.95,2,201.98
Housekeeping Management,1118071794,9781118071793,52.73,3.99,2,58.72
ManageFirst: Nutrition with Online Testing Voucher (2nd Edition),0132724529,9780132724524,19.7,3.99,2,25.69
Die Deutschen (World Languages),0030210399,9780030210396,7.43,3.99,2,13.42
The Crimean Tatars the Crimean Tatars: The Diaspora Experience and the Forging of a Nation the Diaspora Experience and the Forging of a Nation (Brill's Inner Asian Library),9004121226,9789004121225,96.0,3.99,2,101.99
The Cultural Origins of Human Cognition,0674000706,9780674000704,36.12,3.99,2,42.11
Primate Psychology,0674018478,9780674018471,13.98,3.99,2,19.97
"ServSafe Coursebook, Revised with ServSafe Online Exam Voucher (6th Edition)",0133883515,9780133883510,26.27,3.99,2,32.26
Child Development from birth to eight: A Journey through the early years.,0335220975,9780335220977,4.65,3.99,2,10.64
"Treating Attachment Disorders, Second Edition: From Theory to Therapy",1462504833,9781462504831,22.95,3.99,2,28.94
Emotional Development: Recent Research Advances,0198528841,9780198528845,10.93,5.37,2,18.3
"Speaking Our Minds: Why human communication is different, and how language evolved to make it special",1137334568,9781137334565,24.5,4.43,2,30.93
ServSafe Manager with Answer Sheet (6th Edition) (MyServSafeLab Series),0133075680,9780133075687,20.77,3.99,2,26.76
Theory of Mind: Beyond the Preschool Years,1848729286,9781848729285,28.0,3.99,2,33.99
Math Principles for Food Service Occupations,1435488822,9781435488823,56.25,3.99,2,62.24
Aristotle's Nicomachean Ethics (Focus Philosophical Library Series),1585100358,9781585100354,5.59,4.49,2,12.08
Blackwell Handbook of Infant Development (Wiley Blackwell Handbooks of Developmental Psychology),0631212345,9780631212348,10.78,6.47,2,19.25
Creating the Capacity for Attachment: Treating Addictions and the Alienated Self,0765702401,9780765702401,23.51,3.99,2,29.5
Morality and the Good Life: An Introduction to Ethics Through Classical Sources,0073407429,9780073407425,46.99,3.99,2,52.98
On Altering Architecture,0415317525,9780415317528,13.5,3.99,2,19.49
Electronics for Electricians,1418028738,9781418028732,5.91,3.99,2,11.9
"An Integrative Approach to Leader Development: Connecting Adult Development, Identity, and Expertise",0415964636,9780415964630,39.97,4.49,2,46.46
Computer Applications for Real Estate (California Real Estate),0324191480,9780324191486,55.0,4.71,2,61.71
Logic: Concise Edition,0199941297,9780199941292,34.16,3.95,2,40.11
Architecture and Interior Design: An Integrated History to the Present Plus MyInteriorDesignKit with Pearson eText -- Access Card Package,0132885883,9780132885881,346.94,3.99,2,352.93
"Hospitality Marketing, Second Edition: Principles and Practice",0080967914,9780080967912,23.35,3.99,2,29.34
"Sex at the Margins: Migration, Labour Markets and the Rescue Industry",1842778609,9781842778609,9.07,3.99,2,15.06
Living Over the Store: Architecture and Local Urban Life,0415783178,9780415783170,24.65,3.98,2,30.63
Do Apes Read Minds?: Toward a New Folk Psychology (The MIT Press),0262017555,9780262017558,5.0,3.99,2,10.99
Successful Restaurant Management: From Vision to Execution (DECA),1401819850,9781401819859,14.51,3.99,2,20.5
"Quantity Food Production, Planning, and Management, 3rd Edition",0471333476,9780471333470,1.5,3.99,2,7.49
Introduction to Networking Basics,1118077806,9781118077801,23.98,3.99,2,29.97
Interior Construction Documents,1563672545,9781563672545,10.31,4.49,2,16.8
"Tourism Policy and Planning: Yesterday, Today, and Tomorrow",0415534534,9780415534536,47.39,5.22,2,54.61
"The Saint As Censor: Robert Bellarmine Between Inquisition and Index (Studies in Medieval & Reformation Thought) (English, Italian and Latin Edition)",9004115706,9789004115705,77.0,5.67,2,84.67
Activity Guide for Foundations of Restaurant Management and Culinary Arts: Level 1,0137070500,9780137070503,16.36,4.65,2,23.01
The Oxford Handbook of Music Therapy (Oxford Handbooks),0199639752,9780199639755,67.63,3.98,2,73.61
Neuroscience of Cognitive Development: The Role of Experience and the Developing Brain,0471745863,9780471745860,6.7,3.94,2,12.64
"ParaPro Assessment Study Guide, Test Codes 0755 and 1755 (The Praxis Series) (Praxis Study Guides)",0886852358,9780886852351,31.47,3.99,2,37.46
CliffsNotes on Fowles' The French Lieutenant's Woman,0822004992,9780822004998,0.1,4.89,2,6.99
Green Building Fundamentals (2nd Edition),0135111080,9780135111086,50.0,3.99,2,55.99
Developmental Disorders of Language Learning and Cognition,0631206124,9780631206125,17.63,5.99,2,25.62
Advances in the Spoken-Language Development of Deaf and Hard-of-Hearing Children (Perspectives on Deafness),0195179870,9780195179873,2.97,3.99,2,8.96
Aristotle's Categories and de Interpretatione,0198720866,9780198720867,25.4,4.3,2,31.7
Counterfactuals,0631224254,9780631224259,30.22,3.99,2,36.21
"Philosophy of Language: A Contemporary Introduction, 2nd Edition",0415957524,9780415957526,18.36,3.99,2,24.35
An Inquiry into Modes of Existence: An Anthropology of the Moderns,0674724992,9780674724990,16.5,3.99,2,22.49
"Handbook of Autism and Pervasive Developmental Disorders, Diagnosis, Development, and Brain Mechanisms (Volume 1)",1118107020,9781118107027,96.34,0,2,98.34
Analysis & Study Guide: Dr Jekyll and Mr Hyde: Complete text & integrated study guide (Creative Study Guide Editions) (Volume 2),1494767910,9781494767914,9.91,3.99,2,15.9
The Family and Individual Development (Routledge Classics) (Volume 35),0415402778,9780415402774,16.34,3.99,2,22.33
Logic: Techniques of Formal Reasoning,0195155041,9780195155044,10.3,3.99,2,16.29
Nature and Nurture: An Introduction to Human Behavioral Genetics,0534107680,9780534107680,0.99,3.99,2,6.98
Cyrano de Bergerac (Cliffs Notes),0822003465,0785555009622,0.01,3.99,2,6.0
Defining Reality: Definitions and the Politics of Meaning (Rhetorical Philosophy & Theory),0809325012,9780809325016,13.99,3.99,2,19.98
"Utilitarianism, Hedonism, and Desert: Essays in Moral Philosophy (Cambridge Studies in Philosophy)",0521598427,9780521598422,13.2,3.99,2,19.19
Plasterer(Passbooks) (Career Examination Passbooks),0837305896,9780837305899,57.17,3.99,2,63.16
Why Punish? How Much?: A Reader on Punishment,0195328868,9780195328868,19.99,3.98,2,25.97
The Case against Perfection: Ethics in the Age of Genetic Engineering,0674036387,0884335241853,11.9,0,2,13.9
The Good Research Guide: for small-scale social research projects,0335241387,9780335241385,2.67,6.47,2,11.14
Introductory Electronic Devices and Circuits: Electron Flow Version (7th Edition),0131716395,9780131716391,2.49,3.99,2,8.48
Cafes and Bars: The Architecture of Public Display (Interior Architecture),0415363284,9780415363280,38.0,3.99,2,43.99
New Stone Architecture,0071418318,0639785505112,55.0,3.99,2,60.99
Organic Chemistry I (Cliffs Quick Review),0822053268,9780822053262,0.97,3.98,2,6.95
CliffsNotes on Shaw's Pygmalion and Arms and The Man,0822011034,0049086011036,0.25,4.89,2,7.14
Alternating Current Fundamentals,1111125279,9781111125271,101.79,3.99,2,107.78
The Light of Thy Countenance: Science and Knowledge of God in the Thirteenth Century (Studies in the History of Christian Thought) (2 Volume Set),9004119477,9789004119475,115.0,3.99,2,120.99
Cisco Networking Simplified (2nd Edition),1587201992,9781587201998,11.5,3.99,2,17.49
Practical Power Distribution for Industry (Practical Professional Books from Elsevier),0750663960,9780750663960,57.28,3.99,2,63.27
Electrical Theory for Renewable Energy (Go Green with Renewable Energy Resources),113312755X,9781133127550,72.61,3.99,2,78.6
Basic Blueprint Reading and Sketching (Delmar Learning Blueprint Reading),1401848788,9781401848781,5.98,3.99,2,11.97
"LEED GA MOCK EXAMS (LEED v4): Questions, Answers, and Explanations: A Must-Have for the LEED Green Associate Exam, Green Building LEED Certification, ... Green Associate Exam Guide Series (Volume 2)",1612650198,9781612650197,21.98,3.99,2,27.97
From Organisation to Decoration: An Interiors Reader,0415436206,9780415436205,40.04,0,2,42.04
Reinforced Concrete Design (9th Edition) (What's New in Trades & Technology),0134715357,9780134715353,169.83,0,2,171.83
"Kalima wa Nagham: A Textbook for Teaching Arabic, Volume 1 (English and Arabic Edition)",0292757751,9780292757752,31.96,0,2,33.96
Understanding Networked Applications: A First Course (The Morgan Kaufmann Series in Networking),1558605371,9781558605374,1.94,3.99,2,7.93
Lighting Historic Buildings,0070498644,9780070498648,20.86,3.99,2,26.85
Grade Aid Workbook with Practice Tests,0205479049,9780205479047,9.99,0,2,11.99
Construction Scheduling with Primavera Project Planner (2nd Edition),0130922013,9780130922014,3.62,3.99,2,9.61
CAPM In Depth: Certified Associate in Project Management Study Guide for the CAPM Exam,1435455347,9781435455344,30.03,3.99,2,36.02
CIM Coursebook 03/04 Marketing in Practice (CIM Workbooks 2003/04 Editions),0750659564,9780750659567,74.17,5.11,2,81.28
Test Best On The Metropolitan Achievement Tests (Mat 7): Intermediate 3,0811496252,9780811496254,N/A,N/A,N/A,N/A
Matrices (School Mathematics Project 16-19),0521426510,9780521426510,103.99,3.99,2,109.98
Steck-Vaughn Head for Home: Student Edition Grades 5 - 8 Fractions,0739885308,9780739885307,1.4,3.99,2,7.39
Arco Sat Math Workbook (PETERSON'S MATH EXERCISES FOR THE SAT),0768906156,9780768906158,8.0,4.64,2,14.64
10 Real LSATs Grouped by Question Type,1937707784,9781937707781,13.08,3.99,2,19.07
Pearson's Pocket Guide to Construction Management,0132156105,9780132156103,167.2,3.97,2,173.17
Chinese Made Easy for Kids: Textbook 3 (Mandarin Chinese and English Edition),9620425197,9789620425196,18.49,3.99,2,24.48
Reading and Writing the Lakota Language,0874805724,9780874805727,8.87,3.99,2,14.86
"Boll Weevil Blues: Cotton, Myth, and Power in the American South",0226292878,9780226292878,39.8,3.99,2,45.79
Yookoso! Continuing with Contemporary Japanese Student Edition with Online Learning Center Bind-In Card,0072974966,9780072974966,110.0,3.99,2,115.99
Acquiring Clinical Judgment: : A Workbook / Casebook to Accompany - Theory and Design in Counseling and Psychotherapy,0618191437,9780618191437,7.99,1.0,2,10.99
Board Certification in Clinical Neuropsychology: A Guide to Becoming ABPP/ABCN Certified Without Sacrificing Your Sanity (AACN Workshop Series),0195341341,9780195341348,42.65,3.99,2,48.64
Applying Emotional Intelligence: A Practitioner's Guide,1841694622,9781841694627,4.82,4.89,2,11.71
Let's Go Readers,0194369862,9780194369862,157.57,4.71,2,164.28
Letts KS1 Success Workbook: English SATs: Revision Workbook (Primary Success Workbooks),1843157438,9781843157434,1.18,3.99,2,7.17
Statistics for the Behavioral and Social Sciences: A Brief course (3rd Edition),0131505084,9780131505087,1.0,3.99,2,6.99
"Student Activities Manual for Golosa: A Basic Course in Russian, Book One",0205748767,9780205748761,76.0,3.99,2,81.99
"Heating, Cooling, Lighting: Sustainable Design Methods for Architects",0470048093,9780470048092,15.0,8.5,2,25.5
Navajos Wear Nikes: A Reservation Life,0826349471,9780826349477,7.56,3.99,2,13.55
The Concept of Micellar-Sponge Nanophases in Chemical Physics of Polymers (New Concepts in Polymer Science),9067644021,9789067644020,39.75,4.0,2,45.75
Ventures Level 1 Student's Book with Audio CD,110769289X,9781107692893,11.08,5.09,2,18.17
¿Que tal?: An Introductory Course Student Edition with Bind-in OLC passcode card,0073209422,9780073209425,6.73,4.49,2,13.22
"Discovering Human Sexuality, Fourth Edition",1605356697,9781605356693,115.0,3.99,2,120.99
Leisure Travel: A Marketing Handbook,0130493171,9780130493170,1.49,3.99,2,7.48
Composición: Proceso y síntesis,0073513148,9780073513140,25.25,3.99,2,31.24
Introducción a la lingüística hispánica actual: teoría y práctica,0415631572,9780415631570,51.0,3.99,2,56.99
Coarse Wavelength Division Multiplexing: Technologies and Applications (Optical Science and Engineering),0849335337,9780849335334,106.35,0,2,108.35
"Banal Nationalism (Theory, Culture and Society)",0803975252,9780803975255,16.25,3.99,2,22.24
Repase y escriba: Curso avanzado de gramática y composición,1118509315,9781118509319,74.8,4.99,2,81.79
Euripides' Electra and Medea,0822004240,9780822004240,0.1,4.89,2,6.99
The Handbook of Chicana/o Psychology and Mental Health,0805841598,9780805841596,49.95,4.99,2,56.94
Don Quixote (Cliffs Notes),0822004151,9780822004158,1.94,3.99,2,7.93
Principles of Home Inspection: Systems & Standards,0793179351,9780793179350,99.93,6.57,2,108.5
The Psychology of Attitude Change and Social Influence,0070728771,9780070728776,5.67,5.95,2,13.62
"Avanzando: Gramática española y lectura, 7th Edition (Spanish Edition)",1118280237,9781118280232,55.0,3.99,2,60.99
"Swamplife: People, Gators, and Mangroves Entangled in the Everglades (Quadrant Books (Paperback))",0816670277,9780816670277,9.21,3.99,2,15.2
Killing for Coal: America's Deadliest Labor War,0674046919,9780674046917,8.03,3.99,2,14.02
"Out of Many: A History of the American People, Volume 1 (7th Edition)",0205011918,9780205011919,7.53,3.99,2,13.52
Getting Grounded in Social Psychology: The Essential Literature for Beginning Researchers,1138932213,9781138932210,52.56,3.99,2,58.55
Logic for Applications (Texts in Computer Science),0387948937,9780387948935,52.57,3.99,2,58.56
Materials for Architects and Builders,0415704979,9780415704977,41.13,5.99,2,49.12
Close Relationships: Key Readings (Key Readings in Social Psychology),0863775969,9780863775963,9.95,3.99,2,15.94
Cleveland: A Metropolitan  Reader,087338492X,9780873384926,7.85,3.99,2,13.84
On Monsters: An Unnatural History of Our Worst Fears,0199798095,9780199798094,11.13,4.49,2,17.62
Construction Business Management,0130907863,9780130907868,88.0,4.67,2,94.67
Persuasion in Society,0415965144,9780415965149,4.5,3.99,2,10.49
Personalities Theories Workbook,0155068164,9780155068162,3.99,3.99,2,9.98
Hospitality Supervisor's Survival Kit,0130498467,9780130498465,51.25,3.99,2,57.24
RSMeans Building Construction Cost Data (RSMeans Guides),1940238501,9781940238500,24.78,3.99,2,30.77
Broadway: The American Musical,1423491033,0884088476106,9.18,3.99,2,15.17
Reinforced Concrete: Mechanics and Design (5th Edition),0132281414,9780132281416,16.04,3.99,2,22.03
SMP Interact Book 7T: for the Mathematics Framework (SMP Interact for the Framework),0521537975,9780521537971,16.34,3.99,2,22.33
Reference Work in School Library Media Centers,0810830981,9780810830981,2.34,3.99,2,8.33
Managing Construction Equipment (2nd Edition),0139012168,9780139012167,19.71,3.99,2,25.7
CliffsNotes on Tan's The Joy Luck Club (Cliffsnotes Literature Guides),0822006855,9780822006855,1.99,3.96,2,7.95
"Elements of Computer Networking: An Integrated Approach (Concepts, Problems and Interview Questions)",8192107574,9788192107578,18.66,3.95,2,24.61
Teaching English Overseas: An Introduction (Oxford Handbooks for Language Teachers Series),0194328147,9780194328142,1.99,3.99,2,7.98
"Intimate Relationships: Issues, Theories, and Research",113824029X,9781138240292,47.29,3.99,2,53.28
Japanese For Dummies,1118130715,8601404691560,7.38,3.99,2,13.37
Looking for Gold,3856307184,9783856307189,11.57,3.99,2,17.56
Sustaining Lean in Healthcare: Developing and Engaging Physician Leadership,143984027X,9781439840276,46.7,0,2,48.7
Essential Grammar in Use with Answers and CD-ROM Pack,052167543X,9780521675437,6.0,3.99,2,11.99
Ciao! (with Audio CD),1413016367,9781413016369,4.92,3.99,2,10.91
Crisis Intervention in Criminal Justice/Social Service,0398087830,9780398087838,44.99,3.99,2,50.98
The Psychology of Attitudes and Attitude Change,1446272265,9781446272268,12.38,3.99,2,18.37
"Essentials of Human Behavior: Integrating Person, Environment, and the Life Course",1412998840,9781412998840,7.5,3.99,2,13.49
