title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
"Introducción a la Lingüística Hispánica, 2nd Edition",0521513987,9780521513982,48.43,3.99,2,54.42
National Geographic Learning's Visual Geography of Travel and Tourism,1133951260,9781133951261,32.94,3.99,2,38.93
The Professional Server: A Training Manual (3rd Edition) (What's New in Culinary & Hospitality),013455275X,9780134552750,65.6,3.99,2,71.59
Stained Glass: From its Origins to the Present,0810946440,9780810946446,27.0,3.99,2,32.99
Linear Programming: Methods and Applications: Fifth Edition (Dover Books on Computer Science),048643284X,9780486432847,54.5,3.99,2,60.49
"Step by Step in Esperanto: A Textbook for English-Speaking Students for Class Teaching or Home Study With Graduated Reading Matter Numerous Exercises, and Index",0939785013,9780939785018,9.9,3.99,2,15.89
Electrical Safety,1435481852,9781435481855,39.98,3.99,2,45.97
The Old Testament (Cliffs Notes),0822009498,9780822009498,N/A,N/A,N/A,N/A
Programming and Research: Skills and Techniques for Interior Designers,1628929545,9781628929546,81.17,3.99,2,87.16
Mathematical Methods in Linguistics (Studies in Linguistics and Philosophy),9027722455,9789027722454,17.13,3.99,2,23.12
"Heating, Ventilating, and Air Conditioning: HVAC Trainee Guide",0130604801,9780130604804,9.95,3.99,2,15.94
Criminal Justice Ethics,0130851299,9780130851291,11.77,3.99,2,17.76
"Heat Pipes: Theory, Design and Applications",0750667540,9780750667548,84.62,3.99,2,90.61
"Kitchen & Bath Design Presentation: Drawing, Plans, Digital Rendering (NKBA Professional Resource Library)",1118568745,9781118568743,N/A,N/A,N/A,N/A
"Pathways 3: Listening, Speaking, and Critical Thinking - Standalone book",1111398658,9781111398651,4.97,3.99,2,10.96
Journeyman Electrician’s Review,1439059446,9781439059449,182.24,3.99,2,188.23
Filter Synthesis Using Genesys S/Filter (Artech House Microwave Library (Hardcover)),1608078027,9781608078028,106.49,3.99,2,112.48
Arabic for Life: A Textbook for Beginning Arabic,0300141319,9780300141313,43.21,3.99,2,49.2
Food Around the World: A Cultural Perspective (4th Edition),0133457982,9780133457988,77.53,3.99,2,83.52
The Last of the Mohicans (Cliffs Notes),0822007177,0049086007176,N/A,N/A,N/A,N/A
"Designing and Supporting Computer Networks, CCNA Discovery Learning Guide",1587132125,0619472132128,5.49,3.99,2,11.48
The California House: Adobe. Craftsman. Victorian. Spanish Colonial Revival,0847835855,9780847835850,N/A,N/A,N/A,N/A
"Refrigeration Principles, Practices, and Performance",1418060976,0001418060976,19.5,3.99,2,25.49
Tourism Management: An Introduction,1848608705,9781848608702,34.99,3.99,2,40.98
Stevenson's Dr. Jekyll and Mr. Hyde (Cliffs Notes),0822004089,0049086004083,1.02,3.99,2,7.01
Modern Residential Wiring,1605255823,9781605255828,30.9,3.99,2,36.89
Anna Karenina (Cliffs Notes),0822001837,9780822001836,1.02,3.99,2,7.01
MAKING COMMUNICATIVE LANGUAGE TEACHING HAPPEN,0073655171,9780073655178,61.55,3.99,2,67.54
Shocking! The Art and Fashion of Elsa Schiaparelli,0300100663,9780300100662,N/A,N/A,N/A,N/A
Knowledge of Meaning: An Introduction to Semantic Theory,0262621002,9780262621007,27.0,3.99,2,32.99
Studio Companion Series Drafting Basics,1609010957,9781609010959,28.67,3.99,2,34.66
An Introduction to Philosophical Logic,0631199829,9780631199823,N/A,N/A,N/A,N/A
The Power of Logic,0072875879,9780072875874,13.98,3.99,2,19.97
"Ecce Romani I-A, A Latin Reading Program, 2nd edition: Meeting the Family (Vol 1)",0801312043,9780801312045,2.61,3.99,2,8.6
Introduction to the Philosophy of Sport (Elements of Philosophy),0742570614,9780742570610,104.95,3.99,2,110.94
Cambridge IGCSE Computer Science,1471809307,9781471809309,25.77,3.99,2,31.76
Child Development from birth to eight: A Journey through the early years.,0335220975,9780335220977,N/A,N/A,N/A,N/A
The Sovereignty of Good,0415253993,9780415253994,6.45,3.99,2,12.44
The Cultural Origins of Human Cognition,0674000706,9780674000704,N/A,N/A,N/A,N/A
Ventilation of Buildings,0415270561,9780415270564,N/A,N/A,N/A,N/A
Steam and Hot Water Primer,1428360727,9781428360723,253.81,3.99,2,259.8
"The Rouledge Course in Modern Mandarin Chinese Level 1, Simplified Characters (Volume 1)",0415472512,9780415472517,43.12,3.99,2,49.11
Professional Practice for Interior Designers,0471760862,9780471760863,1.85,3.99,2,7.84
"Practicing Communication Ethics: Development, Discernment, and Decision-Making",0205453600,9780205453603,58.37,3.99,2,64.36
"NFPA 921: Guide for Fire and Explosion Investigations, 2011 Edition",1616657146,9781616657147,36.0,3.99,2,41.99
Air Conditioning Principles and Systems (3rd Edition),0135053064,9780135053065,N/A,N/A,N/A,N/A
Reprise:  A French Grammar Review Worktext,0073535419,9780073535418,25.0,3.99,2,30.99
"Understanding Virtual Reality: Interface, Application, and Design (The Morgan Kaufmann Series in Computer Graphics)",1558603530,9781558603530,2.61,3.99,2,8.6
The Nature of Mathematical Knowledge,0195035410,9780195035414,N/A,N/A,N/A,N/A
Food for Fifty (13th Edition),0136136516,9780136136514,74.93,3.99,2,80.92
Cloth and Human Experience (Smithsonian Series in Ethnographic Inquiry),0874749956,9780874749953,10.0,3.99,2,15.99
Research Methods for the Fashion Industry,1563676338,9781563676338,26.9,3.99,2,32.89
Concepts of Pattern Grading: Techniques for Manual and Computer Grading,1628922303,9781628922301,N/A,N/A,N/A,N/A
Developmental Psychology: From Infancy to Adulthood (Introductory Psychology Series),0333669592,9780333669594,N/A,N/A,N/A,N/A
Dante's The Divine Comedy: Purgatorio (Cliffs Notes),0822003945,9780822003946,10.49,3.99,2,16.48
Study Guide and Solutions Manual for iGenetics: A Mendelian Approach,0805346759,9780805346756,27.78,3.99,2,33.77
BLUEPRINTS+PLANS F/HVAC-TEXT,1285162536,9781285162539,N/A,N/A,N/A,N/A
"Handbook of Hydraulic Fluid Technology, Second Edition (Dekker Mechanical Engineering)",1420085263,9781420085266,N/A,N/A,N/A,N/A
Introduction to Networking,0072226781,9780072226782,2.89,3.99,2,8.88
NATEF Correlated Task Sheets for Automotive Heating and Air Conditioning (Professional Technician),0132540479,9780132540476,N/A,N/A,N/A,N/A
The Philosophy of Mathematics (Oxford Readings in Philosophy),0198751206,9780198751205,N/A,N/A,N/A,N/A
Studio Companion Series 3D Design Basics,1609010981,9781609010980,25.21,3.99,2,31.2
Readings on Argumentation,1891136208,9781891136207,14.04,3.99,2,20.03
Inconsistent Geometry (Studies in Logic),1848900228,9781848900226,N/A,N/A,N/A,N/A
Shakespeare's A Midsummer Night's Dream (Cliffs Notes),0822000571,9780822000570,4.99,3.99,2,10.98
Automotive Air Conditioning and Climate Control Systems,0750669551,9780750669559,41.25,3.99,2,47.24
Nature and Nurture: An Introduction to Human Behavioral Genetics,0534107680,9780534107680,0.99,3.99,2,6.98
Crafting Your Research Future: A Guide to Successful Master's and Ph.D. Degrees in Science & Engineering,1608458105,9781608458103,24.71,3.99,2,30.7
Electronics Technology Fundamentals - Conventional Flow (2nd Edition),0131190849,9780131190849,N/A,N/A,N/A,N/A
Programmable Logic Controllers with ControlLogix,1435419472,9781435419476,N/A,N/A,N/A,N/A
Ancient Ethics,0415940273,9780415940276,27.94,3.99,2,33.93
The Electricians Green Handbook (Go Green with Renewable Energy Resources),1111129800,9781111129804,N/A,N/A,N/A,N/A
Ethical Theory and Business (8th Edition),0136126022,9780136126027,13.06,3.99,2,19.05
"Introductory Digital Signal Processing with Computer Applications, 2E",0471976318,9780471976318,24.42,3.99,2,30.41
Design Portfolios: Moving from Traditional to Digital,1609012410,9781609012410,34.94,3.99,2,40.93
"Economic Analysis, Moral Philosophy, and Public Policy",1316610888,9781316610886,N/A,N/A,N/A,N/A
"Portfolios for Interior Designers: A Guide to Portfolios, Creative Resumes, and the Job Search",0470408162,9780470408162,16.98,3.99,2,22.97
Textiles: Basics and TFC Swatch Kit,0133055116,9780133055115,692.24,3.99,2,698.23
Ethics: A Contemporary Introduction (Routledge Contemporary Introductions to Philosophy),0415803888,9780415803885,12.82,3.99,2,18.81
Metaethics: An Introduction,1844652580,9781844652587,N/A,N/A,N/A,N/A
Basics Interior Architecture 03: Drawing Out the Interior,2940373884,9782940373888,12.0,3.99,2,17.99
"Electrical Level 4 Trainee Guide, 2011 NEC Revision, Paperback (7th Edition) (Contren Learning)",0132569566,9780132569569,18.49,3.99,2,24.48
Dickens' Oliver Twist (Cliffs Notes),0822009587,9780822009580,0.01,3.99,2,6.0
Epocas y Avances: Lengua en su contexto cultural (with Audio CD),0300108362,9780300108361,9.23,3.99,2,15.22
"Electrical Level 3 Trainee Guide 2008 NEC, Paperback",0136044719,9780136044710,21.14,3.99,2,27.13
Handbook of Deontic Logic and Normative Systems,1848901321,9781848901322,46.11,3.99,2,52.1
"Natural Ventilation of Buildings: Theory, Measurement and Design",047066035X,9780470660355,112.47,3.99,2,118.46
Illustrated Encyclopedia of World Costume (Dover Fashion and Costumes),0486433803,9780486433806,5.49,3.99,2,11.48
Sports and Entertainment Marketing,1133602444,9781133602446,38.45,3.99,2,44.44
"Digital Filters: Analysis, Design and Applications",007002121X,9780070021211,31.65,3.99,2,37.64
Advances in the Spoken-Language Development of Deaf and Hard-of-Hearing Children (Perspectives on Deafness),0195179870,9780195179873,2.97,3.99,2,8.96
Logical Forms: An Introduction to Philosophical Logic,0631216790,9780631216797,29.42,3.99,2,35.41
"Electronics Fundamentals: Circuits, Devices & Applications with Lab Manual (8th Edition)",0136125123,9780136125129,901.05,3.99,2,907.04
"Living Issues in Philosophy, Ninth Edition",0195155092,9780195155099,19.5,3.99,2,25.49
"Modal Logics and Philosophy, Second Edition",0773536531,9780773536531,21.56,3.99,2,27.55
"Logical Self-Defense (Key Titles in Rhetoric, Argumentation, and Debates Series)",1932716181,9781932716184,7.43,3.99,2,13.42
The Purposeful Argument: A Practical Guide,1285438051,9781285438054,5.0,3.99,2,10.99
Quality Lighting for High Performance Buildings,1466501308,9781466501300,67.01,3.99,2,73.0
"Fashion: 150 Years  Couturiers, Designers, Labels",3848007630,9783848007639,N/A,N/A,N/A,N/A
Blackwell Handbook of Infant Development (Wiley Blackwell Handbooks of Developmental Psychology),0631212345,9780631212348,17.21,3.99,2,23.2
Wuthering Heights (Cliffs Notes),0822013932,9780822013938,0.01,3.99,2,6.0
Beginning Hindi: A Complete Course (Hindi Edition),1626160228,9781626160224,47.81,3.99,2,53.8
"Three Views of Logic: Mathematics, Philosophy, and Computer Science",0691160449,9780691160443,N/A,N/A,N/A,N/A
Essentials of Symbolic Logic,1551118939,9781551118932,28.9,3.99,2,34.89
"A First Course in Logic, Gold Edition",0321277325,9780321277329,13.0,3.99,2,18.99
Set Theory and Its Philosophy: A Critical Introduction,0199270414,9780199270415,17.49,3.99,2,23.48
Emotional Development: Recent Research Advances,0198528841,9780198528845,11.34,3.99,2,17.33
Candide (Cliffs Notes),0822002833,9780822002833,N/A,N/A,N/A,N/A
The Merchant of Venice (Cliffs Notes),0822000520,9780822000525,1.0,3.99,2,6.99
Theory of Knowledge Third Edition,1471804151,9781471804151,38.72,3.99,2,44.71
Introduction to Logic and to the Methodology of the Deductive Sciences (Oxford Logic Guides),019504472X,9780195044720,8.17,3.99,2,14.16
The New Testament Cliffs Notes,0822008807,9780822008804,4.98,3.99,2,10.97
"Winesburg, Ohio, (Cliffs notes)",0822013827,0785555011731,0.78,3.99,2,6.77
New Short Guide to the Accentuation of Ancient Greek (BCP Advanced Greek & Latin Language),1853995991,9781853995996,24.99,3.99,2,30.98
Pitt Cue Co. The Cookbook,184533907X,9781845339074,9.05,3.99,2,15.04
Structural Proof Theory,0521068428,9780521068420,41.41,3.99,2,47.4
Discovering the Life Span Plus NEW MyDevelopmentLab with eText -- Access Card Package (2nd Edition),0205216919,9780205216918,12.16,3.99,2,18.15
Human Development Across the Lifespan,0072820578,9780072820577,5.96,3.99,2,11.95
The Miniature Guide to Critical Thinking-Concepts and Tools (Thinker's Guide),0944583105,9780944583104,48.11,3.99,2,54.1
Hill Country Houses: Inspired Living in a Legendary Texas Landscape,1580933785,9781580933780,16.68,3.99,2,22.67
Sir Gawain and The Green Knight (Cliffs Notes),0822005158,0049086005158,0.01,3.99,2,6.0
Sustainable Fashion and Textiles: Design Journeys,0415644569,9780415644563,N/A,N/A,N/A,N/A
The Human Odyssey: Life-Span Development (with InfoTrac),0534363504,9780534363505,7.72,3.99,2,13.71
Great Traditions in Ethics,0534626548,9780534626549,9.98,3.99,2,15.97
Introductory Electronic Devices and Circuits: Electron Flow Version (7th Edition),0131716395,9780131716391,2.49,3.99,2,8.48
Contemporary Bioethics: A Reader with Cases,0195313828,9780195313826,28.72,3.99,2,34.71
Environmental Values (Routledge Introductions to Environment: Environment and Society Texts),0415145090,8589388888889,33.98,3.99,2,39.97
Noncognitivism in Ethics (New Problems of Philosophy),041577344X,9780415773447,22.12,3.99,2,28.11
Readings for Logical Analysis (Second Edition),0393972143,9780393972146,16.11,3.99,2,22.1
Conduct and Character: Readings in Moral Theory,0495502375,8581000022954,45.97,3.99,2,51.96
Logic in Games (The MIT Press),0262019906,9780262019903,30.98,3.99,2,36.97
"Handbook of Competence and Motivation, Second Edition: Theory and Application",1462529607,9781462529605,59.27,3.99,2,65.26
Control Techniques for Complex Networks,0521884411,9780521884419,N/A,N/A,N/A,N/A
"Air-cooled Heat Exchangers And Cooling Towers: Thermal-flower Performance Evaluation And Design, Vol. 2",1593700199,9781593700195,228.0,3.99,2,233.99
Schaum's Outline of Electrical Power Systems,0070459177,9780070459175,5.53,3.99,2,11.52
Ethical Challenges to Business as Usual,0130487635,9780130487636,8.0,3.99,2,13.99
An Introduction to Evolutionary Ethics,1405193964,9781405193962,22.47,3.99,2,28.46
Elements of Deductive Inference: An Introduction to Symbolic Logic,0534551211,9780534551216,5.0,3.99,2,10.99
The Prince and the Pauper (Cliffs Notes),0822010968,0785555011144,5.44,3.99,2,11.43
Geothermal HVAC,0071746102,9780071746106,12.0,3.99,2,17.99
"¡Buen viaje!, Level 1, TEXAS Student Edition (Glencoe Spanish)",007866361X,9780078663611,11.38,3.99,2,17.37
The Oxford Handbook of Music Therapy (Oxford Handbooks),0199639752,9780199639755,67.63,3.99,2,73.62
Intelligent Buildings and Building Automation,0415475716,9780415475716,67.8,3.99,2,73.79
Architectural Acoustics: Principles and Practice,0470190523,9780470190524,N/A,N/A,N/A,N/A
Philosophical Logic: An Introduction to Advanced Topics,1441119116,9781441119117,41.33,3.99,2,47.32
"WWD: 100 Years, 100 Designers",1609012526,9781609012526,8.5,3.99,2,14.49
Plato's the Republic: Notes,0822011298,0049086011296,4.99,3.99,2,10.98
International Dimensions of Organizational Behavior,0324360746,8601419576876,15.97,3.99,2,21.96
Modern Refrigeration and Air Conditioning Laboratory Manual,1619602032,9781619602038,24.99,3.99,2,30.98
Customer Service in Tourism and Hospitality,1908999349,9781908999344,N/A,N/A,N/A,N/A
Social Beings: Core Motives in Social Psychology,0470129115,9780470129111,N/A,N/A,N/A,N/A
What is this thing called Philosophy of Language?,0415517842,9780415517843,4.25,3.99,2,10.24
Technical Guide to District Heating,1848061935,9781848061934,66.92,3.99,2,72.91
"Managing Indoor Air Quality, Fifth Edition",1439870144,9781439870143,85.0,3.99,2,90.99
Puntos Textbook + V1 Wk/LM (printed) + V2 WK/LM (printed) + Connect Spanish(no wb/lm but does include ebook and LearnSmart),0077606302,9780077606305,N/A,N/A,N/A,N/A
Exploraciones with Access Card,1305252470,9781305252479,36.95,3.99,2,42.94
Design in Modular Construction,0415554500,9780415554503,95.04,3.99,2,101.03
Logic: An Introduction,1889439142,9781889439143,15.83,3.99,2,21.82
"Thermal Computations for Electronics: Conductive, Radiative, and Convective Air Cooling",1439850178,9781439850176,91.53,3.99,2,97.52
Electrical Construction and Maintenance Techniques,0132471566,9780132471565,75.0,3.99,2,80.99
Integrated Korean: Advanced Intermediate 2 (KLEAR Textbooks in Korean Language),0824825268,9780824825263,4.46,3.99,2,10.45
Novel Interiors: Living in Enchanted Rooms Inspired by Literature,0385345992,9780385345996,N/A,N/A,N/A,N/A
"Wittgenstein, Part II: Exegesis Â§Â§428-693: Mind and Will: Volume 4 of an Analytical Commentary on the Philosophical Investigations",0631219870,9780631219873,23.52,3.99,2,29.51
The Family and Individual Development (Routledge Classics) (Volume 35),0415402778,9780415402774,20.33,3.99,2,26.32
Foodservice Management: Principles and Practices (12th Edition),0135122163,9780135122167,8.28,3.99,2,14.27
Morality and Global Justice: Justifications and Applications,0813344328,9780813344324,11.42,3.99,2,17.41
Tino Zervudachi: A Portfolio,0983388962,9780983388968,31.69,3.99,2,37.68
Network Design Cookbook: Architecting Cisco Networks,1257750240,9781257750245,N/A,N/A,N/A,N/A
Solid State Electronic Controls for Air Conditioning and Refrigeration,0138233608,9780138233600,5.59,3.99,2,11.58
Formal Logic: Its Scope and Limits,0872208133,9780872208131,18.5,3.99,2,24.49
Collage and Architecture,0415533279,9780415533270,4.42,3.99,2,10.41
The Fashion Reader,184788590X,9781847885906,120.27,3.99,2,126.26
Integrated Chinese: Level 2 Textbook: Traditional and Simplified Character Edition,0887274803,9780887274800,9.83,3.99,2,15.82
"The 8088 and 8086 Microprocessors: Programming, Interfacing, Software, Hardware, and Applications (4th Edition)",0130930814,9780130930811,23.16,3.99,2,29.15
"Electrical Installation Calculations: Advanced, 8th ed",0415810035,8601300262918,20.63,3.99,2,26.62
"The Aubin Academy Master Series: AutoCAD MEP: Compatible with 2012, 2013 and beyond",1479338974,9781479338979,21.59,3.99,2,27.58
"Contemporary Topics 2: Academic Listening and Note-Taking Skills, Teacher's Pack (3rd Edition)",0136005152,9780136005155,N/A,N/A,N/A,N/A
Professional Writing (Palgrave Study Skills),1137309016,9781137309013,N/A,N/A,N/A,N/A
IB French B: Course Book: Oxford IB Diploma Program,0198390068,9780198390060,11.06,3.99,2,17.05
Everyday Morality: An Introduction to Applied Ethics,0495007080,9780495007081,1.6,3.99,2,7.59
Industrial Electronics,0023730234,9780023730238,34.1,3.99,2,40.09
Egyptian Hieroglyphs for Complete Beginners,0500290288,9780500290286,12.05,3.99,2,18.04
Basic Ethics (2nd Edition),0136006558,9780136006558,29.98,3.99,2,35.97
Introduction to Logic (10th Edition),0132425874,9780132425872,6.57,3.99,2,12.56
Research Methods: The Concise Knowledge Base,1592601464,9781592601462,1.5,3.99,2,7.49
"Golosa: A Basic Course in Russian, Book One (5th Edition)",0205741355,9780205741359,102.97,3.99,2,108.96
"Stationen, 3rd Edition (World Languages)",1285733827,9781285733821,N/A,N/A,N/A,N/A
Reading Rhetorical Theory,015508304X,9780155083042,18.96,3.99,2,24.95
Industrial Air Quality and Ventilation: Controlling Dust Emissions,1482222167,9781482222166,218.16,3.99,2,224.15
Do Not Disturb,0789201135,9780789201133,73.27,3.99,2,79.26
Are We Free? Psychology and Free Will,0195189639,9780195189636,30.38,3.99,2,36.37
"Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic, Sixth Edition",0130494984,9780130494986,0.25,3.99,2,6.24
"Food, Cuisine, And Cultural Competency For Culinary, Hospitality, And Nutrition Professionals",0763759651,9780763759650,N/A,N/A,N/A,N/A
Correctional Counseling and Rehabilitation,1455730084,9781455730087,10.54,3.99,2,16.53
Integrated Korean: Advanced Intermediate 1 (KLEAR Textbooks in Korean Language),0824825683,9780824825683,6.0,3.99,2,11.99
Moral Conflict: When Social Worlds Collide,0761900535,9780761900535,12.4,3.99,2,18.39
CDL Exam Secrets - Passengers & School Bus Endorsements & CDL Practice Tests Study Guide: CDL Test Review for the Commercial Driver's License Exam,1609712870,9781609712877,23.99,3.99,2,29.98
Practical Power Distribution for Industry (Practical Professional Books from Elsevier),0750663960,9780750663960,57.28,3.99,2,63.27
Designing with Color: Concepts and Applications,1563678594,9781563678592,15.98,3.99,2,21.97
Presentation Strategies and Dialogue,1609011449,9781609011444,9.59,3.99,2,15.58
"Treatment Manual for Anorexia Nervosa, Second Edition: A Family-Based Approach",1462506763,9781462506767,32.95,3.99,2,38.94
Transforming the Doctor's Office,0415840643,9780415840644,41.32,3.99,2,47.31
Cengage Advantage Books: Ethics: Discovering Right and Wrong,0495502359,9780495502357,2.45,3.99,2,8.44
For Whom The Bell Tolls (Cliffs Notes),0822004976,0049086004977,1.76,3.99,2,7.75
Sustainable Commercial Interiors,1118456297,9781118456293,51.24,3.99,2,57.23
Fundamentals of Merchandising Math and Retail Buying Plus MyFashionKit -- Access Card Package (Fashion Series),0133075761,9780133075762,248.94,3.99,2,254.93
Russian: From Intermediate to Advanced,0415712270,9780415712279,N/A,N/A,N/A,N/A
Color Planning for Interiors: An Integrated Approach to Color in Designed Spaces,0470135425,9780470135426,18.87,3.99,2,24.86
"Ethical Leadership and Decision Making in Education: Applying Theoretical Perspectives to Complex Dilemmas, Third Edition",0415874599,9780415874595,39.81,3.99,2,45.8
Basics Made Easy Writing Review,1598071564,9781598071566,12.99,3.99,2,18.98
The Art of Being Human: The Humanities as a Technique for Living (10th Edition),0205022472,9780205022472,17.34,3.99,2,23.33
Heritage Tourism,0415595835,9780415595834,N/A,N/A,N/A,N/A
Electrical Theory DC Interactive DVD (1-4),1439059888,9781439059883,128.99,3.99,2,134.98
An Introduction to the Geography of Tourism,1442271086,9781442271081,51.16,3.99,2,57.15
Swedish: A Comprehensive Grammar (Routledge Comprehensive Grammars),0415669251,9780415669252,71.68,3.99,2,77.67
The Provenance of Pure Reason: Essays in the Philosophy of Mathematics and Its History (Logic and Computation in Philosophy),019514192X,9780195141924,N/A,N/A,N/A,N/A
Homer's Iliad (Cliffs Notes),0822006456,9780822006459,4.98,3.99,2,10.97
Dress and Morality,185973782X,9781859737828,17.63,3.99,2,23.62
Electrical Theory for Renewable Energy (Go Green with Renewable Energy Resources),113312755X,9781133127550,72.52,3.99,2,78.51
Exploratory Factor Analysis (Understanding Statistics),0199734178,9780199734177,31.72,3.99,2,37.71
"Health, Sustainability and the Built Environment",1563675250,9781563675256,7.73,3.99,2,13.72
Abridged History of World Costume and Fashion,0131963678,9780131963672,24.93,3.99,2,30.92
Wadsworth College Reading Series: Book 2,1111839417,9781111839413,12.67,3.99,2,18.66
Reading and Making Notes (Pocket Study Skills),113740258X,9781137402585,8.89,3.99,2,14.88
Computer Applications for Real Estate (California Real Estate),0324191480,9780324191486,55.54,3.99,2,61.53
"Addressing Cultural Complexities in Practice: Assessment, Diagnosis, and Therapy",1433802198,9781433802195,7.5,3.99,2,13.49
Schaum's Outline of Descriptive Geometry (Schaum's),0070272905,9780070272903,21.35,3.99,2,27.34
Human Groups and Social Categories: Studies in Social Psychology,0521280737,9780521280730,37.23,3.99,2,43.22
Write It: A Process Approach to College Essays with Readings,1465243941,9781465243942,5.49,3.99,2,11.48
Wireless Networking: Understanding Internetworking Challenges,1118122380,9781118122389,27.77,3.99,2,33.76
Beginner's Persian (Iranian Persian Farsi) with 2 Audio CDs (Hippocrene Beginner's),0781812747,9780781812740,16.61,3.99,2,22.6
Identity: Sociological Perspectives,0745654169,9780745654164,9.66,3.99,2,15.65
Salve! (World Languages),0495907774,9780495907770,45.78,3.99,2,51.77
Cliffs Memory Power for Exams (Test preparation guides),0822020203,9780822020202,4.27,3.99,2,10.26
Dignity: Its Essential Role in Resolving Conflict,0300188056,9780300188059,3.38,3.99,2,9.37
Parallel Programming: Techniques and Applications Using Networked Workstations and Parallel Computers (2nd Edition),0131405632,9780131405639,1.75,3.99,2,7.74
Paul T. Frankl and Modern American Design,0300121024,9780300121025,3.36,3.99,2,9.35
"Mathematical Studies of Information Processing: Proceedings of the International Conference, Kyoto, Japan, August 23-26, 1978 (Lecture Notes in Computer Science)",3540095411,9783540095415,6.49,3.99,2,12.48
Catering Management,1118091493,9781118091494,26.0,3.99,2,31.99
Cengage Advantage Books: Conducting Research in Psychology: Measuring the Weight of Smoke,1133588050,9781133588054,28.29,3.99,2,34.28
Networks and Algorithms: An Introductory Approach,0471939935,9780471939931,N/A,N/A,N/A,N/A
"Panorama: Intermediate Russian Language and Culture, Student Bundle: Book + Electronic Workbook Access Card",1626164711,9781626164710,77.99,3.99,2,83.98
The Diary of Anne Frank (Cliffs Notes),0822003902,9780822003908,0.71,3.99,2,6.7
Political Psychology: Key Readings (Key Readings in Social Psychology),1841690708,9781841690704,10.71,3.99,2,16.7
Programming Fundamentals Using Java: A Game Application Approach (Computer Science),1938549767,9781938549762,16.66,3.99,2,22.65
The Good Earth (Cliffs Notes),0822005352,0049086005356,0.01,3.99,2,6.0
"Tourism Geography: Critical Understandings of Place, Space and Experience",041585444X,9780415854443,24.94,3.99,2,30.93
Puntos (Student Edition) Standalone Book,0073534498,9780073534497,80.84,3.99,2,86.83
Let's Talk Student's Book 1 with Self-Study Audio CD,0521692814,9780521692816,4.46,3.99,2,10.45
The After-school Lives of Children: Alone and With Others While Parents Work,0805823255,9780805823257,12.96,3.99,2,18.95
United States 1917-2008 (Flagship History),000726870X,9780007268702,13.36,3.99,2,19.35
Nonlinear Dynamics: Techniques and Applications in Psychology,0805832009,9780805832006,44.0,3.99,2,49.99
"Mitlesen Mitteilen: Literarische Texte zum Lesen, Sprechen, Schreiben und Hören (with Audio CD) (World Languages)",1413029434,9781413029437,49.98,3.99,2,55.97
ManageFirst: Hospitality & Restaurant Marketing with Online Test Voucher (2nd Edition),0133052540,9780133052541,18.47,3.99,2,24.46
Voces de Espana: Antologia literaria (Spanish Edition),0759396663,9780759396661,28.0,3.99,2,33.99
Guide to Reliable Distributed Systems: Building High-Assurance Applications and Cloud-Hosted Services (Texts in Computer Science),1447124154,9781447124153,62.89,3.99,2,68.88
Fundamentals of Developmental Psychology,1848720505,9781848720503,35.94,3.99,2,41.93
Studio Companion Series Presentation Basics,1609011015,9781609011017,17.21,3.99,2,23.2
Psychology of the Media (Palgrave Insights in Psychology Series),0230249868,9780230249868,11.99,3.99,2,17.98
Philosophy of Language: The Big Questions,0631206027,9780631206026,N/A,N/A,N/A,N/A
Japanese for Busy People II: Revised 3rd Edition (Japanese for Busy People Series),1568363869,9781568363868,N/A,N/A,N/A,N/A
Marketing in Leisure and Tourism: Reaching New Heights,1892132656,9781892132659,19.59,3.99,2,25.58
Chinese Sculpture,0300100655,9780300100655,27.66,3.99,2,33.65
Lighting for Interior Design (Portfolio Skills),185669836X,9781856698368,8.99,3.99,2,14.98
Strategic Hospitality Human Resources Management,0135087058,9780135087053,69.72,3.99,2,75.71
German Grammar in Context (Languages in Context) (German Edition),144416726X,9781444167269,34.39,3.99,2,40.38
"Speed Writing Skills Training Course: Speedwriting for Faster Note Taking and Dictation, an Alternative to Shorthand to Help You Take Notes. Easy Exer",1849370117,9781849370110,11.86,3.99,2,17.85
Let's Talk Level 3 Student's Book with Self-study Audio CD (Let's Talk (Cambridge)),0521692873,9780521692878,6.65,3.99,2,12.64
Diagonalization and Self-Reference (Oxford Logic Guides),0198534507,9780198534501,178.57,3.99,2,184.56
"Computability: Computable Functions, Logic, and the Foundations of Mathematics",098155072X,9780981550725,7.5,3.99,2,13.49
Making Sense of Statistics: A Non-Mathematical Approach (Palgrave Study Skills),1403901074,9781403901071,2.93,3.99,2,8.92
Thinking French Translation (Thinking Translation),0415255228,9780415255226,26.0,3.99,2,31.99
Media Psychology,0230279201,9780230279209,39.19,3.99,2,45.18
Electrical Theory AC Interactive Student DVD (5-9),1439059853,9781439059852,N/A,N/A,N/A,N/A
Practical Packet Analysis: Using Wireshark to Solve Real-World Network Problems,1593272669,0689145726695,15.92,3.99,2,21.91
Applying Moral Theories,0495007056,9780495007050,11.73,3.99,2,17.72
CREATE COLLECTION ONLY Taking Sides: Clashing Views in Childhood and Society,0078128579,9780078128578,62.22,3.99,2,68.21
Basic Italian: A Grammar and Workbook (Italian and English Edition),0415347173,9780415347174,N/A,N/A,N/A,N/A
