title,isbn10,isbn13,purchase_cost,shipping_cost,processing_cost,net_buying_cost
Critique of Pure Reason,1403911959,9781403911957,24.69,3.99,2,30.68
Designing Your Business: Professional Practices for Interior Designers,1501313959,9781501313950,82.5,3.99,2,88.49
An Introduction to Healthcare and Medical Textiles,1605950203,9781605950204,5.49,3.99,2,11.48
"Handbook of Autism and Pervasive Developmental Disorders, Diagnosis, Development, and Brain Mechanisms (Volume 1)",1118107020,9781118107027,101.01,3.99,2,107.0
From Brouwer To Hilbert: The Debate on the Foundations of Mathematics in the 1920s,0195096320,9780195096323,62.46,3.99,2,68.45
Friendships in Childhood and Adolescence (The Guilford Series on Social and Emotional Development),1462509606,9781462509607,26.99,3.99,2,32.98
"Helping the Noncompliant Child, Second Edition: Family-Based Treatment for Oppositional Behavior",1572306122,9781572306127,10.0,3.99,2,15.99
Childhood Disorders (Clinical Psychology: A Modular Course),0863776094,9780863776090,5.49,3.99,2,11.48
Conducting Effective Conferences with Parents of Children with Disabilities: A Guide for Teachers,1572305371,9781572305373,5.99,3.99,2,11.98
Psychotherapy for Children and Adolescents: Directions for Research and Practice,0195126181,9780195126181,6.76,3.99,2,12.75
Residential Planning and Design,1563673843,9781563673849,4.19,3.99,2,10.18
"Group Work with Adolescents, Third Edition: Principles and Practice (Clinical Practice with Children, Adolescents, and Families)",1462515991,9781462515998,16.55,3.99,2,22.54
The Cambridge Companion to Vygotsky,0521537878,9780521537872,14.36,3.99,2,20.35
Cognition In Children (Developmental Psychology: A Modular Course),0863778259,9780863778254,5.68,3.99,2,11.67
Landmark Essays on Basic Writing: Volume 18 (Landmark Essays Series),1880393298,9781880393291,4.24,3.99,2,10.23
Interiors: An Introduction,0072965207,9780072965209,5.52,3.99,2,11.51
"Tourism Impacts, Planning and Management",1138016292,9781138016293,39.49,3.99,2,45.48
Theories of Human Development: A Comparative Approach,0205665683,9780205665686,45.95,3.99,2,51.94
Handbook of the Psychology of Aging (Handbooks of Aging),0124114695,9780124114692,68.67,3.99,2,74.66
"Handbook of Personality, Third Edition: Theory and Research",1609180593,9781609180591,N/A,N/A,N/A,N/A
"Treatment Manual for Anorexia Nervosa, Second Edition: A Family-Based Approach",1462506763,9781462506767,32.95,3.99,2,38.94
Problematic Behaviors During Adolescence,0072316853,9780072316858,2.0,3.99,2,7.99
A Ricoeur Reader: Reflection and Imagination (Theory / Culture),1442613246,9781442613249,171.7,3.99,2,177.69
Fundamentals of Structural Engineering,3319243292,9783319243290,67.0,3.99,2,72.99
Moral Theory at the Movies: An Introduction to Ethics,0742547876,9780742547872,59.99,3.99,2,65.98
"Pathways 3: Listening, Speaking, and Critical Thinking - Standalone book",1111398658,9781111398651,4.97,3.99,2,10.96
Group Processes: Dynamics Within and Between Groups,0631184961,9780631184966,17.18,3.99,2,23.17
"The Rhetoric of Agitation and Control, Third Edition",1577666143,9781577666141,15.01,3.99,2,21.0
Quick Skills: Organizing For Success,0538432233,9780538432238,59.93,3.99,2,65.92
Social Worker as Researcher: Integrating Research with Advocacy,0205594948,9780205594948,18.33,3.99,2,24.32
Taking Sides: Clashing Views in Drugs and Society,1259922790,9781259922794,60.99,3.99,2,66.98
Environmental Science in Building (Building and Surveying Series),0230290809,9780230290808,24.71,3.99,2,30.7
"Digital Image Processing and Analysis: Human and Computer Vision Applications with CVIPtools, Second Edition",143980205X,9781439802052,37.99,3.99,2,43.98
Network+ Certification For Dummies,0764516213,9780764516214,1.99,3.99,2,7.98
Brooks/Cole Empowerment Series: Psychopathology: A Competency-Based Assessment Model for Social Workers,0840029152,9780840029157,15.9,3.99,2,21.89
"Introduction to Logic: Propositional Logic, Revised Edition (3rd Edition)",0130258490,9780130258496,19.27,3.99,2,25.26
The Interior Design Business Handbook: A Complete Guide to Profitability,1118139879,9781118139875,68.67,3.99,2,74.66
"The Psychology of Gender, Second Edition",1593852444,9781593852443,19.99,3.99,2,25.98
"Network Routing: Algorithms, Protocols, and Architectures (The Morgan Kaufmann Series in Networking)",0128007370,9780128007372,62.65,3.99,2,68.64
"Contemporary Play Therapy: Theory, Research, and Practice",1593853041,9781593853044,9.62,3.99,2,15.61
A Digital Signal Processing Primer: With Applications to Digital Audio and Computer Music,0805316841,9780805316841,13.87,3.99,2,19.86
An Introduction to Moroccan Arabic and Culture (Arabic Edition),1589016939,9781589016934,34.58,3.99,2,40.57
Adaptive Origins: Evolution and Human Development,0805860126,9780805860122,15.5,3.99,2,21.49
"Human Performance Engineering: Designing High Quality Professional User Interfaces for Computer Products, Applications and Systems (3rd Edition)",0131496344,9780131496347,6.07,3.99,2,12.06
"Refrigeration Principles, Practices, and Performance",1418060976,0001418060976,N/A,N/A,N/A,N/A
The Oxford Handbook of Music Psychology (Oxford Library of Psychology),019872294X,9780198722946,175.0,3.99,2,180.99
Lev Vygotsky (Classic Edition): Revolutionary Scientist (Psychology Press & Routledge Classic Editions),1848726805,9781848726802,64.52,3.99,2,70.51
Tourism: The Business of Hospitality and Travel (5th Edition),0133113531,9780133113532,14.95,3.99,2,20.94
Business Data Communications,0470483369,8587234444449,2.0,3.99,2,7.99
"Air-cooled Heat Exchangers And Cooling Towers: Thermal-flower Performance Evaluation And Design, Vol. 2",1593700199,9781593700195,N/A,N/A,N/A,N/A
Steam and Hot Water Primer,1428360727,9781428360723,N/A,N/A,N/A,N/A
"The Red Pony, Chrysanthemums and Flight (Cliffs Notes)",0822011352,9780822011354,0.01,3.99,2,6.0
The Course in Buddhist Reasoning and Debate: An Asian Approach to Analytical Thinking Drawn from Indian and Tibetan Sources,1559394218,9781559394215,45.0,3.99,2,50.99
Mastering Networks: An Internet Lab Manual,0201781344,9780201781342,3.98,3.99,2,9.97
Basics Interior Architecture 04: Elements / Objects,2940411107,9782940411108,21.15,3.99,2,27.14
Contacts: Langue et culture françaises 8th edition,0618395784,9780618395781,17.32,3.99,2,23.31
¿Que tal?: An Introductory Course Student Edition with Bind-in OLC passcode card,0073209422,9780073209425,10.19,3.99,2,16.18
Filter Synthesis Using Genesys S/Filter (Artech House Microwave Library (Hardcover)),1608078027,9781608078028,106.49,3.99,2,112.48
Modern Mathematics And Applications In Computer Graphics And Vision,9814449334,9789814449335,105.2,3.99,2,111.19
Introduction to Networking,0072226781,9780072226782,6.88,3.99,2,12.87
Tigersprung: Fashion in Modernity,0262122316,9780262122313,95.0,3.99,2,100.99
"Intensive Bulgarian, Vol. 2: A Textbook & Reference Grammar",0299167542,9780299167547,8.84,3.99,2,14.83
"Fundamentals of Natural Computing: Basic Concepts, Algorithms, and Applications (Chapman & Hall/CRC Computer and Information Science Series)",1584886439,9781584886433,38.19,3.99,2,44.18
"Visibly Muslim: Fashion, Politics, Faith",1845204336,9781845204334,1.59,3.99,2,7.58
Essential Social Psychology (Sage Edge),1446270777,9781446270776,28.98,3.99,2,34.97
"English practice for speakers of Russian: ESL textbook with reader, vocabulary bank, grammar rules, exercises and songs (Russian Edition)",9661529043,9789661529044,18.91,3.99,2,24.9
Applied Social Psychology: Understanding and Addressing Social and Practical Problems,1412976383,9781412976381,17.3,3.99,2,23.29
¿Qué le Duele? (Spanish and English Edition),1594604223,9781594604225,11.65,3.99,2,17.64
"Step by Step in Esperanto: A Textbook for English-Speaking Students for Class Teaching or Home Study With Graduated Reading Matter Numerous Exercises, and Index",0939785013,9780939785018,9.9,3.99,2,15.89
ManageFirst: Hospitality and Restaurant Marketing with Answer Sheet (2nd Edition),0132181665,9780132181662,18.99,3.99,2,24.98
Stained Glass: From its Origins to the Present,0810946440,9780810946446,N/A,N/A,N/A,N/A
Remembering the Kanji 1: A Complete Course on How Not to Forget the Meaning and Writing of Japanese Characters,0824835921,8601400140734,16.98,3.99,2,22.97
Crafting Your Research Future: A Guide to Successful Master's and Ph.D. Degrees in Science & Engineering,1608458105,9781608458103,24.71,3.99,2,30.7
Psychology of Emotion (Principles of Social Psychology),1848725124,9781848725126,44.4,3.99,2,50.39
Your College Experience: Study Skills Edition: Strategies for Success,1457625741,9781457625749,21.94,3.99,2,27.93
"Gender: Psychological Perspectives, Seventh Edition",1138182346,9781138182349,59.99,3.99,2,65.98
Hotel Front Office Management,0470637528,9780470637524,29.73,3.99,2,35.72
The Logic Manual,0199587841,9780199587841,9.87,3.99,2,15.86
First Year Polish,0893571083,9780893571085,10.75,3.99,2,16.74
The Professional Server: A Training Manual (3rd Edition) (What's New in Culinary & Hospitality),013455275X,9780134552750,65.59,3.99,2,71.58
Ethics and the Environment: An Introduction (Cambridge Applied Ethics),0521682843,9780521682848,24.55,3.99,2,30.54
Self in Social Psychology: Key Readings (Key Readings in Social Psychology),086377573X,9780863775734,10.02,3.99,2,16.01
Research Methods for Social Psychology,1118406052,9781118406052,24.88,3.99,2,30.87
Electricity and Electronics: A Survey (5th Edition),0130195642,9780130195647,18.08,3.99,2,24.07
Food Around the World: A Cultural Perspective (4th Edition),0133457982,9780133457988,77.53,3.99,2,83.52
Spanish Composition Through Literature (6th Edition),0205696759,9780205696758,40.79,3.99,2,46.78
The Organon: The works of Aristotle on Logic,1478305622,9781478305620,10.0,3.99,2,15.99
Electrical Safety,1435481852,9781435481855,39.98,3.99,2,45.97
Learn Russian Language Through Dialogue: Bilingual Textbook with Parallel Translation for Speakers of English (English Edition) (Russian and English Edition),1469971577,9781469971575,19.49,3.99,2,25.48
Illustrated Guide to the NEC (Illustrated Guide to the National Electrical Code (NEC)),1435498135,9781435498136,23.78,3.99,2,29.77
Food for Fifty (13th Edition),0136136516,9780136136514,74.93,3.99,2,80.92
Hurting the One You Love: Violence in Relationships,0534633161,9780534633165,9.97,3.99,2,15.96
Troubleshooting and Repairing Commercial Electrical Equipment,0071810307,9780071810302,29.3,3.99,2,35.29
Multicultural Psychology,1538101114,9781538101117,104.83,3.99,2,110.82
Know Your Home Furnishings,1628927569,9781628927566,72.96,3.99,2,78.95
"Heat Pipes: Theory, Design and Applications",0750667540,9780750667548,84.62,3.99,2,90.61
Workbook to accompany Prego! An Invitation to Italian,0073266760,9780073266763,10.22,3.99,2,16.21
Research Methods for the Fashion Industry,1563676338,9781563676338,N/A,N/A,N/A,N/A
Effective Helping: Interviewing and Counseling Techniques (PSY 642 Introduction to Psychotherapy Practice),0495006254,9780495006251,5.49,3.99,2,11.48
Cambridge IGCSE Computer Science,1471809307,9781471809309,25.77,3.99,2,31.76
Taking Sides: Clashing Views in Business Ethics and Society,1259922804,9781259922800,63.45,3.99,2,69.44
"Understanding Virtual Reality: Interface, Application, and Design (The Morgan Kaufmann Series in Computer Graphics)",1558603530,9781558603530,2.61,3.99,2,8.6
Modern Residential Wiring,1605255823,9781605255828,30.9,3.99,2,36.89
National Geographic Learning's Visual Geography of Travel and Tourism,1133951260,9781133951261,32.94,3.99,2,38.93
Chispas: Pupil Book 1 Level 1,0435984829,9780435984823,15.76,3.99,2,21.75
"Introducción a la Lingüística Hispánica, 2nd Edition",0521513987,9780521513982,48.43,3.99,2,54.42
Da Capo (World Languages),1428262741,9781428262744,51.05,3.99,2,57.04
The Sovereignty of Good,0415253993,9780415253994,6.45,3.99,2,12.44
Ancient Ethics,0415940273,9780415940276,27.94,3.99,2,33.93
Automotive Air Conditioning and Climate Control Systems,0750669551,9780750669559,41.25,3.99,2,47.24
Check-in Check-Out: Managing Hotel Operations (10th Edition) (What's New in Culinary & Hospitality),0134303504,9780134303505,110.75,3.99,2,116.74
Stevenson's Dr. Jekyll and Mr. Hyde (Cliffs Notes),0822004089,0049086004083,1.02,3.99,2,7.01
"From Poimandres to Jacob Bohme: Hermetism, Gnosis and the Christian Tradition",9071608107,9789071608100,508.0,3.99,2,513.99
The Spec Manual 2nd edition,1563673738,9781563673733,33.51,3.99,2,39.5
Linear Programming: Methods and Applications: Fifth Edition (Dover Books on Computer Science),048643284X,9780486432847,54.5,3.99,2,60.49
"Designing and Supporting Computer Networks, CCNA Discovery Learning Guide",1587132125,0619472132128,5.49,3.99,2,11.48
Nuevos mundos: Curso de espanol para bilingues,0470588985,9780470588987,59.16,3.99,2,65.15
"Digital Filters: Analysis, Design and Applications",007002121X,9780070021211,31.65,3.99,2,37.64
Security+ Guide to Networking Security Fundamentals,0619215666,9780619215668,0.7,3.99,2,6.69
The Power of Logic,0072875879,9780072875874,17.96,3.99,2,23.95
Criminal Justice Ethics,0130851299,9780130851291,11.77,3.99,2,17.76
Anna Karenina (Cliffs Notes),0822001837,9780822001836,1.02,3.99,2,7.01
Professional Practice for Interior Designers,0471760862,9780471760863,1.85,3.99,2,7.84
Mathematical Methods in Linguistics (Studies in Linguistics and Philosophy),9027722455,9789027722454,17.13,3.99,2,23.12
Knowledge of Meaning: An Introduction to Semantic Theory,0262621002,9780262621007,27.0,3.99,2,32.99
Human Development Across the Lifespan,0072820578,9780072820577,N/A,N/A,N/A,N/A
CCNA Wireless Study Guide: IUWNE Exam 640-721,047052765X,9780470527658,28.26,3.99,2,34.25
"Codes, Regulations, and Standards in Interior Design",0137033036,9780137033034,98.0,3.99,2,103.99
Tourism Management: An Introduction,1848608705,9781848608702,34.99,3.99,2,40.98
Arabic for Life: A Textbook for Beginning Arabic,0300141319,9780300141313,43.21,3.99,2,49.2
"NFPA 921: Guide for Fire and Explosion Investigations, 2011 Edition",1616657146,9781616657147,36.0,3.99,2,41.99
Reprise:  A French Grammar Review Worktext,0073535419,9780073535418,25.0,3.99,2,30.99
Epocas y Avances: Lengua en su contexto cultural (with Audio CD),0300108362,9780300108361,9.23,3.99,2,15.22
Study Guide and Solutions Manual for iGenetics: A Mendelian Approach,0805346759,9780805346756,27.78,3.99,2,33.77
"Natural Ventilation of Buildings: Theory, Measurement and Design",047066035X,9780470660355,112.47,3.99,2,118.46
"Ecce Romani I-A, A Latin Reading Program, 2nd edition: Meeting the Family (Vol 1)",0801312043,9780801312045,2.61,3.99,2,8.6
"Portfolios for Interior Designers: A Guide to Portfolios, Creative Resumes, and the Job Search",0470408162,9780470408162,16.98,3.99,2,22.97
The Old Testament (Cliffs Notes),0822009498,9780822009498,4.98,3.99,2,10.97
New Short Guide to the Accentuation of Ancient Greek (BCP Advanced Greek & Latin Language),1853995991,9781853995996,24.99,3.99,2,30.98
Costume Design 101-2nd edition: The Business and Art of Creating Costumes For Film and Television (Costume Design 101: The Business & Art of Creating),1932907696,9781932907698,3.93,3.99,2,9.92
MAKING COMMUNICATIVE LANGUAGE TEACHING HAPPEN,0073655171,9780073655178,61.55,3.99,2,67.54
Swedish: A Comprehensive Grammar (Routledge Comprehensive Grammars),0415669251,9780415669252,71.67,3.99,2,77.66
Contemporary Bioethics: A Reader with Cases,0195313828,9780195313826,28.72,3.99,2,34.71
Dante's The Divine Comedy: Purgatorio (Cliffs Notes),0822003945,9780822003946,10.46,3.99,2,16.45
Shakespeare's A Midsummer Night's Dream (Cliffs Notes),0822000571,9780822000570,4.99,3.99,2,10.98
Design Portfolios: Moving from Traditional to Digital,1609012410,9781609012410,34.94,3.99,2,40.93
ManageFirst: Human Resources and Supervision with Online Test Voucher (2nd Edition),0132724499,9780132724494,18.54,3.99,2,24.53
Studio Companion Series Drafting Basics,1609010957,9781609010959,28.67,3.99,2,34.66
¡Arriba!: Comunicación y cultura (6th Edition),0205740375,9780205740376,14.84,3.99,2,20.83
Programming and Research: Skills and Techniques for Interior Designers,1628929545,9781628929546,81.17,3.99,2,87.16
Set Theory and Its Philosophy: A Critical Introduction,0199270414,9780199270415,17.49,3.99,2,23.48
Introduction to the Philosophy of Sport (Elements of Philosophy),0742570614,9780742570610,104.95,3.99,2,110.94
Basics Interior Architecture 03: Drawing Out the Interior,2940373884,9782940373888,12.0,3.99,2,17.99
Wuthering Heights (Cliffs Notes),0822013932,9780822013938,0.01,3.99,2,6.0
Sports and Entertainment Marketing,1133602444,9781133602446,38.45,3.99,2,44.44
Useful Equations for HP 35s or HP 33s Calculator for the Civil PE Exam,1483951502,9781483951508,58.82,3.99,2,64.81
Electronics for Electricians,1305505999,9781305505995,123.19,3.99,2,129.18
"Living Issues in Philosophy, Ninth Edition",0195155092,9780195155099,19.5,3.99,2,25.49
The Last of the Mohicans (Cliffs Notes),0822007177,0049086007176,1.46,3.99,2,7.45
Conduct and Character: Readings in Moral Theory,0495502375,8581000022954,45.97,3.99,2,51.96
"Handbook of Hydraulic Fluid Technology, Second Edition (Dekker Mechanical Engineering)",1420085263,9781420085266,N/A,N/A,N/A,N/A
"Electronics Fundamentals: Circuits, Devices & Applications with Lab Manual (8th Edition)",0136125123,9780136125129,901.05,3.99,2,907.04
NATEF Correlated Task Sheets for Automotive Heating and Air Conditioning (Professional Technician),0132540479,9780132540476,N/A,N/A,N/A,N/A
"Practicing Communication Ethics: Development, Discernment, and Decision-Making",0205453600,9780205453603,58.37,3.99,2,64.36
Hill Country Houses: Inspired Living in a Legendary Texas Landscape,1580933785,9781580933780,16.68,3.99,2,22.67
Ethics: A Contemporary Introduction (Routledge Contemporary Introductions to Philosophy),0415803888,9780415803885,12.82,3.99,2,18.81
Journeyman Electrician’s Review,1439059446,9781439059449,182.24,3.99,2,188.23
Quality Lighting for High Performance Buildings,1466501308,9781466501300,71.0,3.99,2,76.99
Ethical Theory and Business (8th Edition),0136126022,9780136126027,13.06,3.99,2,19.05
Textiles: Basics and TFC Swatch Kit,0133055116,9780133055115,692.24,3.99,2,698.23
Alternating Current Fundamentals,1111125279,9781111125271,101.79,3.99,2,107.78
Great Traditions in Ethics,0534626548,9780534626549,N/A,N/A,N/A,N/A
The California House: Adobe. Craftsman. Victorian. Spanish Colonial Revival,0847835855,9780847835850,24.03,3.99,2,30.02
"Kitchen & Bath Design Presentation: Drawing, Plans, Digital Rendering (NKBA Professional Resource Library)",1118568745,9781118568743,44.9,3.99,2,50.89
"Logical Self-Defense (Key Titles in Rhetoric, Argumentation, and Debates Series)",1932716181,9781932716184,11.41,3.99,2,17.4
"The 8088 and 8086 Microprocessors: Programming, Interfacing, Software, Hardware, and Applications (4th Edition)",0130930814,9780130930811,23.16,3.99,2,29.15
Blackwell Handbook of Infant Development (Wiley Blackwell Handbooks of Developmental Psychology),0631212345,9780631212348,12.01,3.99,2,18.0
Theory of Knowledge Third Edition,1471804151,9781471804151,38.72,3.99,2,44.71
"A First Course in Logic, Gold Edition",0321277325,9780321277329,13.0,3.99,2,18.99
An Introduction to Philosophical Logic,0631199829,9780631199823,23.59,3.99,2,29.58
"The Rouledge Course in Modern Mandarin Chinese Level 1, Simplified Characters (Volume 1)",0415472512,9780415472517,43.12,3.99,2,49.11
Illustrated Encyclopedia of World Costume (Dover Fashion and Costumes),0486433803,9780486433806,5.49,3.99,2,11.48
"Electrical Level 4 Trainee Guide, 2011 NEC Revision, Paperback (7th Edition) (Contren Learning)",0132569566,9780132569569,18.49,3.99,2,24.48
Essentials of Symbolic Logic,1551118939,9781551118932,33.49,3.99,2,39.48
Foundations of Crystallography with Computer Applications,1466552913,9781466552913,104.68,3.99,2,110.67
The Miniature Guide to Critical Thinking-Concepts and Tools (Thinker's Guide),0944583105,9780944583104,52.1,3.99,2,58.09
The Cultural Origins of Human Cognition,0674000706,9780674000704,35.75,3.99,2,41.74
Structural Proof Theory,0521068428,9780521068420,41.41,3.99,2,47.4
"Thermal Computations for Electronics: Conductive, Radiative, and Convective Air Cooling",1439850178,9781439850176,91.53,3.99,2,97.52
Beginning Hindi: A Complete Course (Hindi Edition),1626160228,9781626160224,47.81,3.99,2,53.8
The Purposeful Argument: A Practical Guide,1285438051,9781285438054,5.0,3.99,2,10.99
"Contagious Architecture: Computation, Aesthetics, and Space (Technologies of Lived Abstraction)",0262018632,9780262018630,34.4,3.99,2,40.39
Air Conditioning Principles and Systems (3rd Edition),0135053064,9780135053065,12.93,3.99,2,18.92
Candide (Cliffs Notes),0822002833,9780822002833,N/A,N/A,N/A,N/A
"Handbook of Competence and Motivation, Second Edition: Theory and Application",1462529607,9781462529605,58.77,3.99,2,64.76
Cloth and Human Experience (Smithsonian Series in Ethnographic Inquiry),0874749956,9780874749953,10.0,3.99,2,15.99
Shocking! The Art and Fashion of Elsa Schiaparelli,0300100663,9780300100662,67.5,3.99,2,73.49
"Heating, Ventilating, and Air Conditioning: HVAC Trainee Guide",0130604801,9780130604804,9.95,3.99,2,15.94
The Family and Individual Development (Routledge Classics) (Volume 35),0415402778,9780415402774,20.33,3.99,2,26.32
Modern Refrigeration and Air Conditioning Laboratory Manual,1619602032,9781619602038,24.99,3.99,2,30.98
Plato's the Republic: Notes,0822011298,0049086011296,4.99,3.99,2,10.98
Handbook of Deontic Logic and Normative Systems,1848901321,9781848901322,46.11,3.99,2,52.1
Logic: An Introduction,1889439142,9781889439143,15.83,3.99,2,21.82
The New Testament Cliffs Notes,0822008807,9780822008804,4.98,3.99,2,10.97
Logical Forms: An Introduction to Philosophical Logic,0631216790,9780631216797,29.42,3.99,2,35.41
Geothermal HVAC,0071746102,9780071746106,12.0,3.99,2,17.99
The Human Odyssey: Life-Span Development (with InfoTrac),0534363504,9780534363505,7.72,3.99,2,13.71
Environmental Values (Routledge Introductions to Environment: Environment and Society Texts),0415145090,8589388888889,33.98,3.99,2,39.97
The Electricians Green Handbook (Go Green with Renewable Energy Resources),1111129800,9781111129804,15.84,3.99,2,21.83
Electronics Technology Fundamentals - Conventional Flow (2nd Edition),0131190849,9780131190849,29.89,3.99,2,35.88
Intelligent Buildings and Building Automation,0415475716,9780415475716,67.8,3.99,2,73.79
Developmental Psychology: From Infancy to Adulthood (Introductory Psychology Series),0333669592,9780333669594,2.93,3.99,2,8.92
"Economic Analysis, Moral Philosophy, and Public Policy",1316610888,9781316610886,30.0,3.99,2,35.99
"Electrical Level 3 Trainee Guide 2008 NEC, Paperback",0136044719,9780136044710,21.14,3.99,2,27.13
Egyptian Hieroglyphs for Complete Beginners,0500290288,9780500290286,8.06,3.99,2,14.05
An Introduction to Evolutionary Ethics,1405193964,9781405193962,22.47,3.99,2,28.46
The Philosophy of Mathematics (Oxford Readings in Philosophy),0198751206,9780198751205,7.73,3.99,2,13.72
Nature and Nurture: An Introduction to Human Behavioral Genetics,0534107680,9780534107680,0.99,3.99,2,6.98
Introductory Electronic Devices and Circuits: Conventional Flow Version (7th Edition),0131716417,9780131716414,8.97,3.99,2,14.96
Ventilation of Buildings,0415270561,9780415270564,58.04,3.99,2,64.03
Metaethics: An Introduction,1844652580,9781844652587,18.47,3.99,2,24.46
What is this thing called Philosophy of Language?,0415517842,9780415517843,4.25,3.99,2,10.24
Readings for Logical Analysis (Second Edition),0393972143,9780393972146,16.11,3.99,2,22.1
Integrated Korean: Advanced Intermediate 2 (KLEAR Textbooks in Korean Language),0824825268,9780824825263,4.46,3.99,2,10.45
Morality and Global Justice: Justifications and Applications,0813344328,9780813344324,11.42,3.99,2,17.41
Practical Power Distribution for Industry (Practical Professional Books from Elsevier),0750663960,9780750663960,57.28,3.99,2,63.27
Inconsistent Geometry (Studies in Logic),1848900228,9781848900226,29.73,3.99,2,35.72
"¡Buen viaje!, Level 1, TEXAS Student Edition (Glencoe Spanish)",007866361X,9780078663611,11.38,3.99,2,17.37
International Dimensions of Organizational Behavior,0324360746,8601419576876,15.97,3.99,2,21.96
Fundamentals of Merchandising Math and Retail Buying Plus MyFashionKit -- Access Card Package (Fashion Series),0133075761,9780133075762,N/A,N/A,N/A,N/A
Introductory Electronic Devices and Circuits: Electron Flow Version (7th Edition),0131716395,9780131716391,2.49,3.99,2,8.48
Electrical Theory DC Interactive DVD (1-4),1439059888,9781439059883,128.99,3.99,2,134.98
Child Development from birth to eight: A Journey through the early years.,0335220975,9780335220977,4.55,3.99,2,10.54
Noncognitivism in Ethics (New Problems of Philosophy),041577344X,9780415773447,22.12,3.99,2,28.11
"The Aubin Academy Master Series: AutoCAD MEP: Compatible with 2012, 2013 and beyond",1479338974,9781479338979,21.59,3.99,2,27.58
"Managing Indoor Air Quality, Fifth Edition",1439870144,9781439870143,85.0,3.99,2,90.99
Philosophical Logic: An Introduction to Advanced Topics,1441119116,9781441119117,41.33,3.99,2,47.32
Design in Modular Construction,0415554500,9780415554503,95.04,3.99,2,101.03
IB French B: Course Book: Oxford IB Diploma Program,0198390068,9780198390060,11.06,3.99,2,17.05
The Prince and the Pauper (Cliffs Notes),0822010968,0785555011144,5.44,3.99,2,11.43
Dickens' Oliver Twist (Cliffs Notes),0822009587,9780822009580,0.01,3.99,2,6.0
Exploraciones with Access Card,1305252470,9781305252479,36.95,3.99,2,42.94
Ethical Challenges to Business as Usual,0130487635,9780130487636,8.0,3.99,2,13.99
Introduction to Logic and to the Methodology of the Deductive Sciences (Oxford Logic Guides),019504472X,9780195044720,8.17,3.99,2,14.16
An Introduction to the Geography of Tourism,1442271086,9781442271081,N/A,N/A,N/A,N/A
Electrical Construction and Maintenance Techniques,0132471566,9780132471565,75.0,3.99,2,80.99
Schaum's Outline of Electrical Power Systems,0070459177,9780070459175,9.52,3.99,2,15.51
Industrial Air Quality and Ventilation: Controlling Dust Emissions,1482222167,9781482222166,218.16,3.99,2,224.15
"Fashion: 150 Years  Couturiers, Designers, Labels",3848007630,9783848007639,21.77,3.99,2,27.76
"WWD: 100 Years, 100 Designers",1609012526,9781609012526,8.5,3.99,2,14.49
Pitt Cue Co. The Cookbook,184533907X,9781845339074,9.05,3.99,2,15.04
Novel Interiors: Living in Enchanted Rooms Inspired by Literature,0385345992,9780385345996,N/A,N/A,N/A,N/A
Introduction to Logic (10th Edition),0132425874,9780132425872,6.57,3.99,2,12.56
"Electrical Installation Calculations: Advanced, 8th ed",0415810035,8601300262918,20.63,3.99,2,26.62
Readings on Argumentation,1891136208,9781891136207,14.04,3.99,2,20.03
Sir Gawain and The Green Knight (Cliffs Notes),0822005158,0049086005158,0.01,3.99,2,6.0
Integrated Korean: Advanced Intermediate 1 (KLEAR Textbooks in Korean Language),0824825683,9780824825683,6.0,3.99,2,11.99
Logic in Games (The MIT Press),0262019906,9780262019903,30.98,3.99,2,36.97
Basic Ethics (2nd Edition),0136006558,9780136006558,29.98,3.99,2,35.97
Moral Conflict: When Social Worlds Collide,0761900535,9780761900535,12.4,3.99,2,18.39
Technical Guide to District Heating,1848061935,9781848061934,66.92,3.99,2,72.91
CDL Exam Secrets - Passengers & School Bus Endorsements & CDL Practice Tests Study Guide: CDL Test Review for the Commercial Driver's License Exam,1609712870,9781609712877,23.99,3.99,2,29.98
Paul T. Frankl and Modern American Design,0300121024,9780300121025,N/A,N/A,N/A,N/A
Studio Companion Series 3D Design Basics,1609010981,9781609010980,25.21,3.99,2,31.2
Correctional Counseling and Rehabilitation,1455730084,9781455730087,14.53,3.99,2,20.52
Electrical Theory for Renewable Energy (Go Green with Renewable Energy Resources),113312755X,9781133127550,72.52,3.99,2,78.51
Exploratory Factor Analysis (Understanding Statistics),0199734178,9780199734177,31.72,3.99,2,37.71
"Tools for Structured and Object-Oriented Design: An Introduction to Programming Logic, Sixth Edition",0130494984,9780130494986,5.14,3.99,2,11.13
Abridged History of World Costume and Fashion,0131963678,9780131963672,24.93,3.99,2,30.92
BLUEPRINTS+PLANS F/HVAC-TEXT,1285162536,9781285162539,40.24,3.99,2,46.23
Political Psychology: Key Readings (Key Readings in Social Psychology),1841690708,9781841690704,N/A,N/A,N/A,N/A
Dress and Morality,185973782X,9781859737828,17.63,3.99,2,23.62
Media Psychology,0230279201,9780230279209,N/A,N/A,N/A,N/A
The Nature of Mathematical Knowledge,0195035410,9780195035414,18.42,3.99,2,24.41
Programmable Logic Controllers with ControlLogix,1435419472,9781435419476,80.46,3.99,2,86.45
Basics Made Easy Writing Review,1598071564,9781598071566,12.99,3.99,2,18.98
The Art of Being Human: The Humanities as a Technique for Living (10th Edition),0205022472,9780205022472,17.34,3.99,2,23.33
Reading and Making Notes (Pocket Study Skills),113740258X,9781137402585,8.89,3.99,2,14.88
