title,isbn10,isbn13
Hospice and Palliative Care: The Essential Guide,0415993563,9780415993562
Second Thoughts: Critical Thinking for a Diverse Society,0073386707,9780073386706
Introduction to World Philosophy: A Multicultural Reader,019515231X,9780195152319
Nietzsche: Beyond Good and Evil: Prelude to a Philosophy of the Future (Cambridge Texts in the History of Philosophy),0521779138,8601420432710
"Philosophical Problems: An Annotated Anthology, Reprint (2nd Edition)",020563947X,9780205639472
The French Song Anthology Complete Package - Low Voice: Book/Pronunciation Guide/Accompaniment Audio Online The Vocal Library,1480329665,9781480329669
"Hal Leonard Recording Method: Book 2 - Instrument and Vocal Recording, 2nd Edition (Instrument & Vocal Recording)",1458402924,9781458402929
Child and Adolescent Psychiatry: A Companion to Dulcan's Textbook of Child and Adolescent Psychiatry,1585623539,9781585623532
"Child Development, Third Edition: A Practitioner's Guide (Clinical Practice with Children, Adolescents, and Families)",1606239090,9781606239094
"Assessment of Autism Spectrum Disorder, Second Edition",1462533108,9781462533107
"Executive Skills in Children and Adolescents, Third Edition: A Practical Guide to Assessment and Intervention (The Guilford Practical Intervention in the Schools Series)",1462535313,9781462535316
Experience Design: Concepts and Case Studies,1472569393,9781472569394
"Introduction to Accumark, Pattern Design, and PDM",1563674378,9781563674372
Designer's Guide to Building Construction and Systems (Fashion Series),0132414287,9780132414289
Integrated Creative Problem Solving: Delft Studies on Innovating (Delft Series on Innovating),9462360723,9789462360723
The Power of Critical Thinking: Effective Reasoning about Ordinary and Extraordinary Claims,0199385424,9780199385423
Understanding Symbolic Logic (5th Edition),0132051524,9780132051521
Scientific Reasoning: The Bayesian Approach,081269578X,9780812695786
"Language, Proof and Logic, 2nd Edition",1575866323,9781575866321
Critical Thinking and Everyday Argument (with InfoTrac),053460174X,9780534601744
Critical Thinking and Communication: The Use of Reason in Argument (7th Edition),0205925774,9780205925773
Introduction to Logic and Critical Thinking,1133049753,9781133049753
"Principles of Heating, Ventilating, and Air Conditioning: A Textbook With Design Data Based on the 2001 Ashrae Handbook-Fundamentals (Item #90407)",188341394X,9781883413941
Commercial Refrigeration: For Air Conditioning Technicians,1428335269,9781428335264
Fundamentals of Electromagnetics with Engineering Applications,0470105755,9780470105757
Refrigeration and Air Conditioning Technology (Available Titles CourseMate),1428319360,9781428319363
Lab Manual for Fundamentals of HVACR,0134016246,9780134016245
"Guide to Energy Management, Eighth Edition",1498759335,9781498759335
Modern Welding Technology,0130309133,9780130309136
Refrigeration and Air Conditioning Technology,1401837654,9781401837655
DEWALT  HVAC Technician Certification Exam Guide (Enhance Your HVAC Skills!),0977000338,9780977000333
HVAC Level 2 Trainee Guide (4th Edition),0133404277,9780133404272
Student Services: A Handbook for the Profession (Jossey Bass Higher and Adult Education),1119049598,9781119049593
Career Directions: New Paths to Your Ideal Career,0073522503,9780073522500
Your College Experience: Strategies for Success,1319068308,9781319068301
The Handbook of Student Affairs Administration,111870732X,9781118707326
Skin Care: Beyond The Basics,1435487451,9781435487451
Milady's Aesthetician Series: Common Drugs and Side Effects: A Handbook for the Aesthetician,1401881726,9781401881726
Milady's Aesthetician Series: Microdermabrasion,1435438655,9781435438651
Essentials of Services Marketing (2nd Edition),9810686188,9789810686185
Hospitality Financial Managment,0130482870,9780130482877
Biological Science 1 and 2 (v. 1&2),0521561787,9780521561785
Genetic Engineering (Opposing Viewpoints),0737764252,9780737764253
Cystic Fibrosis (Genes and Disease),0791096947,9780791096949
Cambridge International AS and A Level Biology Coursebook with CD-ROM (Cambridge International Examinations),1107609216,9781107609211
Disputed Moral Issues: A Reader,0199946795,8601419521067
Ethics for the Professions,0155069993,9780155069992
Disputed Moral Issues: A Reader,0190490020,9780190490027
The Basics of Bioethics,0205765629,9780205765621
Medical Humanities: An Introduction,1107614171,9781107614178
Ethics: Theory and Practice (11th Edition),0205053149,9780205053148
Marketing for Hospitality and Tourism (7th Edition),0134151925,9780134151922
ServSafe ManagerBook with Answer Sheet (7th Edition),0134812336,9780134812335
Sport Public Relations - 2nd Edition: Managing Stakeholder Communication,073609038X,9780736090384
Contemporary Leadership in Sport Organizations,0736096426,9780736096423
Managing Sport Facilities-3rd Edition,145046811X,9781450468114
Evaluating Recreation Services Making Enlightened Decisions 4th edition,1571678476,9781571678478
Introduction to Recreation Services: Sustainability for a Changing World,1939476038,9781939476036
Introduction to Recreation Services for People with Disabilities,1571678077,9781571678072
"A Career with Meaning: Recreation, Parks, Sport Management, Hospitality, and Tourism",1571675264,9781571675262
Security Management for Sports and Special Events: An Interagency Approach to Creating Safe Facilities,0736071326,9780736071321
Nelson International Mathematics Pupil's Book 5,1408507773,9781408507773
Standard Vocal Literature - An Introduction to Repertoire: Bass,0634078771,9780634078774
Singing in Style: A Guide to Vocal Performance Practices,0300136323,9780300136326
The Lieder Anthology Complete Package - High Voice: Book/Pronunciation Guide/Accompaniment Online Audio (The Vocal Library),1480329673,0884088884017
"Interviewing Children and Adolescents, Second Edition: Skills and Strategies for Effective DSM-5 Diagnosis",1462526934,9781462526932
Principles and Practice of Pediatric Sleep Medicine: Expert Consult - Online and Print,1455703184,9781455703180
"Social Work Practice with Children, Third Edition (Clinical Practice with Children, Adolescents, and Families)",1609186435,9781609186432
Clinical Manual of Child and Adolescent Psychopharmacology,1615370447,9781615370443
Rentz's Student Affairs Practice in Higher Education,0398091196,9780398091194
Exploring Leadership: For College Students Who Want to Make a Difference,1118399471,9781118399477
Academic Advising Approaches: Strategies That Teach Students to Make the Most of College,1118100921,9781118100929
P.O.W.E.R. Learning and Your Life: Essentials of Student Success,0077842170,9780077842178
Medieval Economic Thought (Cambridge Medieval Textbooks),0521458935,9780521458931
Beyond Integrity: A Judeo-Christian Approach to Business Ethics,0310291100,0025986291105
Management: A Faith-Based Perspective,0136058345,9780136058342
Professional Sexual Ethics: A Holistic Ministry Approach,0800699432,9780800699437
The Protestant Ethic and the Spirit of Capitalism (Norton Critical Editions),0393930688,9780393930689
Mediating Dangerously: The Frontiers of Conflict Resolution,0787953563,9780787953560
"Religion, Theology, and Class: Fresh Engagements after Long Silence (New Approaches to Religion and Power)",113735142X,9781137351425
"Recreation, Event, and Tourism Business With Web Resources: Start-Up and Sustainable Operations",0736063536,9780736063531
Introduction to Sport Management: Theory and Practice,1465267581,9781465267580
Long-Term Athlete Development,0736092188,9780736092180
"The Marketplace Ministry Handbook: A Manual for Work, Money and Business",1573832944,9781573832946
Conversations about Calling: Advancing Management Perspectives,0415507464,9780415507462
Child and Adolescent Psychiatry: The Essentials,1605474436,9781605474434
Essentials of Lewis's Child and Adolescent Psychiatry (Essentials Of. (Lippincott Williams & Wilkins)),0781775027,9780781775021
"The Severely Disturbed Adolescent: Inpatient, Residential, and Hospital Treatment",0823660702,9780823660704
On Cooking: A Textbook of Culinary Fundamentals and 2012 MyCulinaryLab (5th Edition),0133077837,9780135101261
Hotel Operations Management (3rd Edition),013433762X,9780134337623
Food and Beverage Cost Control,1118988493,9781118988497
Foodservice Organizations: A Managerial and Systems Approach (9th Edition),0134038940,9780134038940
Foundations of Lodging Management (2nd Edition),0132560895,9780132560894
Managing Quality Service In Hospitality: How Organizations Achieve Excellence In The Guest Experience (Hospitality Management),1439060320,9781439060322
Introduction to Hospitality Management (5th Edition),0134151909,9780134151908
Beyond Feelings: A Guide to Critical Thinking,0073535699,9780073535692
Down Syndrome (Genes and Disease),0791096440,9780791096444
"Not for ESOL Teachers: What Every Classroom Teacher Needs to Know About the Linguistically, Culturally, and Ethnically Diverse Student (2nd Edition)",0137154550,9780137154555
Engineering Ethics (4th Edition) (Esource),0132145219,9780132145213
"Chemistry: Concepts & Applications, Student Edition",0076637662,9780076637669
California: A History,1118701046,9781118701041
"Motivation: Biological, Psychological, and Environmental",1138036331,9781138036338
ServSafe CourseBook with Answer Sheet (7th Edition),0134764218,9780134764214
Revenue Management for the Hospitality Industry,0470393084,9780470393086
Managerial Accounting for the Hospitality Industry,0471723371,9780471723370
Understanding Aesthetics for the Merchandising and Design Professional,1563678098,9781563678097
THiNK,0078038200,9780078038204
CliffsNotes on Heilbroner's The Worldly Philosophers,0822013851,9780822013853
Six Names of Beauty,0415979927,9780415979924
Thought-Images: Frankfurt School Writers’ Reflections from Damaged Life (Cultural Memory in the Present),0804756171,9780804756174
The Site of the Social: A Philosophical Account of the Constitution of Social Life and Change,0271022922,9780271022925
Conversations with Gayatri Chakravorty Spivak,190542227X,9781905422272
Reading and Writing for Civic Literacy: The Critical Citizen's Guide to Argumentative Rhetoric (Cultural Politics and the Promise of Democracy),1594510849,9781594510847
Biology: Exploring Life,0132509253,9780132509251
Biology Teacher Pack: Edexcel International GCSE (Collins International GCSE),0007450036,9780007450039
Prentice Hall Biology,0131155563,9780131155565
Cells & Cell Function (Life Science in Depth),0431109036,9780431109039
The Cambridge Revision Guide: GCE O Level Biology (Cambridge International Examinations),0521648467,9780521648462
Prentice Hall Science Explorer: Human Biology and Health,013190258X,9780131902589
Assessment Methods for Student Affairs,0787987913,9780787987916
Deculturalization and the Struggle for Equality: A Brief History of the Education of Dominated Cultures in the United States,0078024366,9780078024368
Encouraging Authenticity and Spirituality in Higher Education,0787974439,9780787974435
Demonstrating Student Success: A Practical Guide to Outcomes-Based Assessment of Learning and Development in Student Affairs,1579223052,9781579223052
"Reading and Study Skills, 10th Edition",0073533319,9780073533315
One Size Does Not Fit All: Traditional and Innovative Models of Student Affairs Practice,0415843197,9780415843195
What the Best College Students Do,0674066642,9780674066649
"Motivation in Education: Theory, Research, and Applications (4th Edition)",0133017524,9780133017526
Coming Alive From Nine to Five in a 24/7 World : A Career Search Handbook for the 21st Century,0072842628,9780072842623
Social Ethics: Morality and Social Policy,0073535885,9780073535883
Today's Moral Issues: Classic and Contemporary Perspectives,0078038219,9780078038211
Utilitarianism,087220605X,8601404273193
The Ethical Life: Fundamental Readings in Ethics and Moral Problems,0199997276,9780199997275
Ethical Issues in Modern Medicine: Contemporary Readings in Bioethics,0073535869,9780073535869
Ethics: Discovering Right and Wrong (MindTap Course List),1305584554,9781305584556
Complete Chemistry for Cambridge Secondary 1 Teacher Pack: For Cambridge Checkpoint and beyond (CIE Checkpoint),0198390203,9780198390206
Chemistry: A Concise Revision Course For CXC,0748737251,9780748737253
The Scientific Sherlock Holmes: Cracking the Case with Science and Forensics,0199794960,9780199794966
Holt McDougal Modern Chemistry: Student Edition 2012,0547486014,9780547486017
Chemistry CAPE Unit 1 A Caribbean Examinations Study Guide,1408516683,9781408516683
Chemistry: Concepts and Applications,0028282094,9780028282091
Chemical Elements: 3 Volume set,1414476086,9781414476087
Chemistry: AP Edition (AP CHEMISTRY CHANG),0076656101,9780076656103
The U.S.-Mexican Border Today: Conflict and Cooperation in Historical Perspective (Latin American Silhouettes),1442231114,9781442231115
The Puritan Dilemma: The Story of John Winthrop (Library of American Biography),0321478061,9780321478061
Texas: Crossroads of North America,1133947387,8601421948388
The Harlem Renaissance: A Brief History With Documents,0312410751,9780312410759
"Northern Lights: The Stories of Minnesota's Past, 2nd Edition",0873514408,9780873514408
The New Politics of the Old South: An Introduction to Southern Politics,1538100150,9781538100158
Democracy in California: Politics and Government in the Golden State,1442247533,9781442247536
"Palliative Care for Infants, Children, and Adolescents: A Practical Handbook",1421401495,9781421401492
The Psychology of Humor: An Integrative Approach,012372564X,9780123725646
Exploring Social Psychology,1259880885,9781259880889
Psychological Testing and Assessment,1259870502,9781259870507
"Psychosocial Aspects of Healthcare (3rd Edition) (Drench, Psychosocial Aspects of Healthcare)",0131392182,9780131392182
Social Psychology,1133957757,9781133957751
Psychology: Perspectives and Connections - Looseleaf,1259676978,9781259676970
Principles of Behavior: Seventh Edition,0205959490,1211111942298
Social Psychology (Fourth Edition),0393906078,9780393906073
"Transformations: Women, Gender and Psychology",0073532150,9780073532158
Guide to Wireless Communications,1111307318,8601421972987
"Keys to Nursing Success, Revised Edition (3rd Edition)",0137036841,9780137036844
"Networking Self-Teaching Guide: OSI, TCP/IP, LANs, MANs, WANs, Implementation, Management, and Maintenance",0470402385,9780470402382
Jazz Composition and Arranging in the Digital Age,0195381009,9780195381009
"Taking Sides: Clashing Views in United States History, Volume 1: The Colonial Period to Reconstruction (Taking Sides. Clashing Views in United States History(2 Vol Set))",1259217078,9781259217074
Workbook/Study Guide I (Lessons 1-26) to accompany Destinos: An Introduction to Spanish,0070020728,9780070020726
Fundamentals of Residential Construction,1118977998,9781118977996
"McGraw-Hill's Math, Grade 7",0071748636,9780071748636
"Delavier's Sculpting Anatomy for Women: Shaping your core, butt, and legs",1450434754,9781450434751
"Cognition and Suicide: Theory, Research, and Therapy",1591473578,9781591473572
"Lab Manual for Smith’s Electricity for Refrigeration, Heating and Air Conditioning",1111038759,9781111038755
Magnetic Actuators and Sensors,1118505255,9781118505250
Power: Why Some People Have It and Others Don't,0061789089,9780061789083
Transnational LGBT Activism: Working for Sexual Rights Worldwide,0816692742,9780816692743
Drafting & Design: Basics for Interior Design,1563678373,9781563678370
Introduction to Hospitality (7th Edition),0133762769,9780133762761
Know Your Fashion Accessories,1563672456,9781563672453
Dyeing and Screen-Printing on Textiles: Revised and updated,1408124750,9781408124758
JJ Pizzuto's Fabric Science 10th Edition,1609013808,9781609013806
A Guide to Fashion Sewing: Studio Access Card,1628921846,9781628921847
Fashion Theory: A Reader (Routledge Student Readers),0415413400,9780415413404
Textiles for Residential and Commercial Interiors,1609019377,9781609019372
Costume History and Style,0131812149,9780131812147
Holt McDougal Larson Pre-Algebra: Student Edition 2012,0547587775,9780547587776
Ecrits: The First Complete Edition in English,0393061159,9780393061154
Against Method,1844674436,9781844674435
Karl Popper: Critical Appraisals,0415319706,9780415319706
Digital Transmission Engineering,0471694649,9780471694649
Understanding Child Development (What’s New in Early Childhood),0495809306,9780495809302
P.O.W.E.R. Learning: Strategies for Success in College and Life,0077842154,9780077842154
Criminal Justice Ethics: Theory and Practice,1412995450,9781412995450
Moral Philosophy: A Reader,0872209628,9780872209626
"Consider Ethics: Theory, Readings, and Contemporary Issues (3rd Edition)",0205017738,8581000030829
A 21st Century Ethical Toolbox,019062115X,9780190621155
Introductory Chemistry in the Laboratory (Lab Manual) 5th edition,0618305289,9780618305285
Chemistry for CSEC CXC Study Guide,1408522489,9781408522486
Holt McDougal Modern Chemistry: Student Edition 2015,0544023730,9780544023734
Cambridge International AS and A Level Chemistry Teacher's Resource CD-ROM (Cambridge International Examinations),110767770X,9781107677708
Chemistry,0130645389,9780130645388
Chemistry: Experimental Foundations,0131290819,9780131290815
"Holt Modern Chemistry: Workbook, Student Edition Skills Practice Experiments",0030367972,9780030367977
Pennsylvania History: Essays and Documents,0205701663,9780205701667
Unsettled: Cambodian Refugees in the New York City Hyperghetto (Asian American History & Cultu),1439911657,9781439911655
The Sacco and Vanzetti Case: A Brief History with Documents (The Bedford Series in History and Culture),0312400888,9780312400880
"Making a New Deal: Industrial Workers in Chicago, 1919-1939 (Canto Classics)",1107431794,9781107431799
The Bridge: The Building of the Verrazano-Narrows Bridge,1620406667,9781620406663
Archaeology of the Southwest,1598746758,9781598746754
"Sam Houston and the American Southwest, 3rd Edition (Library of American Biography)",0321385721,0000387096078
Tobacco Town Futures: Global Encounters in Rural Kentucky,1577667085,9781577667087
"Death in the Midst of Life: Social and Cultural Influences on Death, Grief, and Mourning",0131977083,9780131977082
Essentials for the Activity Professional in Long Term Care,0827373872,9780827373877
"The Nursing Assistant: Acute, Subacute, and Long-Term Care with Workbook (5th Edition)",0132855151,9780132855150
Aging Hair,3642026354,9783642026355
Oxford Handbook of Palliative Care (Oxford Medical Handbooks),0199234353,9780199234356
CORE CURRICULUM FOR THE GENERALIST HOSPICE AND PALLIATIVE NURSE,075752169X,9780757521690
Study Guide for the Generalist Hospice and Palliative Nurse,0757562094,9780757562099
Palliative Care: Transforming the Care of Serious Illness,047052717X,9780470527177
EMQs for the MRCS Part A (Oxford Specialty Training: Revision Texts),0199645647,9780199645640
Nutrition Care Of The Older Adult: A Handbook For Dietetics Professionals Working Throughout The Continuum Of Care,0880913320,9780880913324
Dementia With Dignity,0074707523,9780074707524
A Pocket Guide to Epidemiology,0387459642,9780387459646
Social Psychology (13th Edition),0205205585,9780205205585
The Person and the Situation: Perspectives of Social Psychology,1905177445,8581085999998
Essentials of Understanding Psychology,1259531805,9781259531804
Women's Lives: A Psychological Exploration (3rd Edition),0205255639,9780205255634
Social Psychology,1506357512,9781506357515
Social Psychology: The Science of Everyday Life,0716704226,9780716704225
Hands-On Networking Fundamentals,1111306745,9781111306748
"MCSA Guide to Installation, Storage, and Compute with Microsoft Windows Server2016, Exam 70-740 (Networking)",1337400661,9781337400664
Scaling Networks Lab Manual (Lab Companion),1587133253,9781587133251
Introduction to Networking with Network+,0470487321,9780470487327
Go! All in One: Computer Concepts and Applications (2nd Edition) (GO! for Office 2013),0133427293,9780133427295
Computer Networking: A Top-Down Approach (6th Edition),0132856204,9780132856201
GO! All in One: Computer Concepts and Applications (3rd Edition) (GO! for Office 2016 Series),0134505743,9780134505749
Organic Chemistry: A Guided Inquiry,0618974121,9780618974122
"Schaum's Outline of Mathematical Handbook of Formulas and Tables, 4th Edition: 2,400 Formulas + Tables (Schaum's Outlines)",0071795375,9780071795371
Kaplan GMAT 800: Advanced Prep for Advanced Students (Kaplan Test Prep),1618654063,0783324943764
Engineering Economic Analysis,0199778124,9780199778126
MCAT Complete 7-Book Subject Review 2018-2019: Online + Book (Kaplan Test Prep),1506223958,9781506223957
Wireless Communications & Networking (The Morgan Kaufmann Series in Networking),0123735807,9780123735805
Hands-On Novell Open Enterprise Server for Netware and Linux,1418835315,9781418835316
Simulation Techniques: Models of Communication Signals and Processes (Vol 1),0471519642,9780471519645
"Data Communications Networking Devices: Operation, Utilization and Lan and Wan Internetworking, 4th Edition",047197515X,9780471975151
"Network Design: A Process for Designing and Managing Data Networks, Release 8.0",1586761617,9781586761615
Improving the Performance of Wireless LANs: A Practical Guide (Chapman & Hall/CRC Computer and Information Science Series),1466560630,9781466560635
MCTS Windows SharePoint Services 3.0 Configuration Study Guide: Exam 70-631,0470449314,9780470449318
The Emergence of Rock and Roll: Music and the Rise of American Youth Culture (Critical Moments in American History),0415833132,9780415833134
Concise Guide to Jazz Plus NEW MyLab Search with eText - Access Card Package (7th Edition),0205955231,9780205955237
Think Rock,0205772994,9780205772995
Exploring Latin Piano: South-American/Cuban/Spanish Rhythms Intermediate Book/2cds,1847611354,0841886012530
Jazz: the Basics,0415966949,9780415966948
Understanding Popular Music Culture,1138907855,9781138907850
Exploring Jazz Violin (Schott Pop Styles),1847612423,9781847612427
American Popular Music: From Minstrelsy to MP3,0195396308,8580000848687
Queering the Pitch: The New Gay and Lesbian Musicology,041597884X,9780415978842
"Exploring American Folk Music: Ethnic, Grassroots, and Regional Traditions in the United States (American Made Music Series)",1617032646,9781617032646
Rocking the Classics: English Progressive Rock and the Counterculture,0195098889,9780195098884
"Bards, Ballads and Boundaries: An Ethnographic Atlas of Music Traditions in West Rajasthan",1905422075,9781905422074
"Taking Sides: Clashing Views in United States History, Volume 2: Reconstruction to the Present",1259180700,9781259180705
Dangerous Economies: Status and Commerce in Imperial New York (Early American Studies),0812220579,9780812220575
"The Creation of the American Republic, 1776-1787",0807847232,9780807847237
The Early American Republic: A Documentary Reader,1405160985,9781405160988
"Taking Sides: Clashing Views in United States History, Volume 1: The Colonial Period to Reconstruction",1259677540,9781259677540
Coming Over: Migration and Communication Between England and New England in the Seventeenth Century,0521338506,9780521338509
"Chez nous: Branché sur le monde francophone, Media-Enhanced Version (4th Edition)",0205933769,9780205933761
"Connections II [text + workbook], Textbook & Workbook: A Cognitive Approach to Intermediate Chinese (Chinese in Context Language Learning Series)",0253216656,9780253216656
An Introduction to Japanese Linguistics,1444337734,9781444337730
"Prego! An Invitation to Italian, 8th Edition",0073386251,8601406250055
Integrated Korean Workbook: Intermediate 2 (Klear Textbooks in Korean Language) (Korean and English Edition),082483867X,9780824838676
Latin: An Intensive Course,0520031830,9780520031838
REALIDADES LEVELED VOCABULARY AND GRMR WORKBOOK (CORE & GUIDED PRACTICE) LEVEL 2 COPYRIGHT 2011,0133692698,9780133692693
"Lecture Ready Student Book 3, Second Edition",0194417298,9780194417297
Sentence-Combining Workbook,1305391837,9781305391833
Managing Sport Facilities - 2nd Edition,0736082905,9780736082907
"Sport Promotion and Sales Management, Second Edition",073606477X,9780736064774
"Rethinking Disney: Private Control, Public Dimensions",0819567906,9780819567901
"Anatomy of a Park: Essentials of Recreation Area Planning and Design, Fourth Edition",1478622024,9781478622024
Research Methods for Sport Management (Foundations of Sport Management),0415572568,9780415572569
Events Management: An Introduction,041557742X,9780415577427
"The Economics of Recreation, Leisure and Tourism",0080890504,9780080890500
"The Economics of Recreation, Leisure and Tourism",1138782319,9781138782310
Group Dynamics in Recreation and Leisure: Creating Conscious Groups Through an Experiential Approach,0736062874,8580000744491
Managing Risk in Sport and Recreation: The Essential Guide for Loss Prevention (Book & CD-ROM),073606933X,9780736069335
"Sport and Public Policy: Social, Political, and Economic Perspectives",0736058710,9780736058711
Welding (2nd Edition),0134016343,9780134016344
Construction Technology: Trainee Guide (4th Edition),0134130391,9780134130392
Electrical Level 1 Trainee Guide (9th Edition),0134738209,9780134738208
Fundamentals of Building Construction: Materials and Methods,1118138910,9781118138915
Residential Land Development Practices: A Textbook on Developing Land into Finished Lots.,0784409676,9780784409671
Core Curriculum Trainee Guide (5th Edition),0134130987,9780134130989
Surveying Fundamentals and Practices (7th Edition) (What's New in Trades & Technology),0134414438,9780134414430
"Architecture: From Prehistory to Postmodernity, Reprint (2nd Edition)",0131830651,9780131830653
"Schaum's Outline of Electric Circuits, 6th edition (Schaum's Outlines)",0071830456,9780071830454
College Reading: The Science and Strategies of Expert Readers (MindTap Course List),1111350019,9781111350017
"Schaum's Outline of Electromagnetics, 4th Edition (Schaum's Outlines)",0071831479,9780071831475
Research Writing Simplified: A Documentation Guide (8th Edition),0321953487,9780321953483
GEN COMBO PRINCIPLES OF ATHLETIC TRAINING; CONNECT ACCESS CARD,1259916529,9781259916526
Therapeutic Medications in Athletic Training - 2nd Edition,0736068775,9780736068772
Emergency Management for Sport and Physical Activity,1284022161,9781284022162
Sports Medicine Essentials: Core Concepts in Athletic Training & Fitness Instruction,1401861857,9781401861858
Old School Boxing Fitness: How to Train Like a Champ,1620876094,8601418126126
Aircraft Inspection and Repair,1602399506,9781602399501
The Euthanasia/Assisted-Suicide Debate (Historical Guides to Controversial Issues in America),0313341877,9780313341878
Death and Dying (Opposing Viewpoints),0737712236,9780737712230
Cognitive Behavioural Prevention of Suicide in Psychosis: A treatment manual,0415658705,9780415658706
Problematic Behaviors During Adolescence,0072316853,9780072316858
Someone to Talk to: The Story of Chad Varah and the Samaritans (Faith in Action),1851752625,9781851752621
"Lab Manual for Whitman/Johnson/Tomczyk/Silberstein's Refrigeration and Air Conditioning Technology, 7th",1111644489,9781111644482
HVAC Level 4 Trainee Guide (4th Edition),0133757196,9780133757194
HVACR 101 (Enhance Your HVAC Skills!),141806663X,9781418066635
TechOne: Automotive Heating and Air Conditioning,1401839894,9781401839895
Fluid Power with Applications (6th Edition),0130608998,9780130608994
Principles of Magnetohydrodynamics: With Applications to Laboratory and Astrophysical Plasmas,0521626072,9780521626071
Berkeley Physics Course: Electricity and Magnetism v. 2,0070664951,9780070664951
Introduction to the Theory of Ferromagnetism (International Series of Monographs on Physics),0198508093,9780198508090
LECTURE NOTES ON ELECTRON CORRELATION AND MAGNETISM (Series in Modern Condensed Matter Physics),9810224745,9789810224745
Physics of Ferromagnetism (International Series of Monographs on Physics),0199564817,9780199564811
Ideal MHD,1107006252,9781107006256
Frustrated Spin Systems,9814440736,9789814440738
Fundamentals of Magnetism,3540311505,9783540311508
The Essential Guide to Becoming a Master Student (MindTap Course List),1337556351,9781337556354
Learning Group Leadership: An Experiential Approach,1452256683,9781452256689
Full Spectrum Supervision: Who You Are Is How You Supervise,1908746998,9781908746993
"Food, Cuisine, And Cultural Competency For Culinary, Hospitality, And Nutrition Professionals",0763759651,9780763759650
"Intergroup Dialogue: Deliberative Democracy in School, College, Community, and Workplace",0472067826,9780472067824
How to Study in College,1133960782,9781133960782
Straights: Heterosexuality in Post-Closeted Culture,0814764592,9780814764596
"The Story of Sexual Identity: Narrative Perspectives on the Gay and Lesbian Life Course (Sexuality, Identity, and Society)",0195326784,9780195326789
Gender Circuits: Bodies and Identities in a Technological Age (Sociology Re-Wired),0415996961,9780415996969
The Culture of Queers,0415223768,9780415223768
Counseling LGBTI Clients,1412987180,9781412987189
Slaves to Fashion: Black Dandyism and the Styling of Black Diasporic Identity,0822346036,9780822346036
"Lesbian, Gay, Bisexual, Trans and Queer Psychology: An Introduction",0521876664,9780521876667
"Queer TV: Theories, Histories, Politics",0415450462,9780415450461
Space Planning for Commercial Office Interiors,1563679051,9781563679056
Lighting Design Basics,0470474270,9780470474273
Manual Drafting for Interiors,0470879408,9780470879405
"Revealing Architectural Design: Methods, Frameworks and Tools",0415639026,9780415639026
Photoshop for Interior Designers: A Nonverbal Communication,1609015444,9781609015442
Interior Design and Decoration,0131944045,9780131944046
Lifespan Development: Infancy Through Adulthood (PSY 232 Developmental Psychology),0618721568,9780618721566
Principles of Electronics,0130344060,9780130344069
Map Use & Analysis,0073037486,9780073037486
Counseling Today: Foundations of Professional Identity (2nd Edition) (Merrill Counseling),0134816420,9780134816425
"Installing Football's Wishbone T Attack,",0134677129,9780134677125
Stalin (Profiles in Power),0582784794,9780582784796
Ice Cream,1461460956,9781461460954
The Fairchild Books Dictionary of Fashion,1609014898,9781609014896
Fashion Retailing: From Managing to Merchandising (Basics Fashion Management),2940496234,9782940496235
Fashion Thinking: Creative Approaches to the Design Process (Required Reading Range),2940411719,9782940411719
Dressed: A Century of Hollywood Costume Design,0060816503,8601410132750
"The Visible Self: Global Perspectives on Dress, Culture, and Society",1563676427,9781563676420
Embedded C Programming: Techniques and Applications of C and PIC MCUS,0128013141,9780128013144
PRE-ALGEBRA STUDENT WORKBOOK,0785435573,9780785435570
Holt McDougal Coordinate Algebra: Common Core GPS Student Edition 2014,0547867646,9780547867649
"Developing Skills in Algebra One, Book B",0866512225,9780866512220
"Algebra and Trigonometry Structure and Method, Book 2 (Teachers Edition)",0395585376,9780395585375
ATM Networks,0130936014,0076092010999
Robocop Vs. The Terminator,1616550082,9781616550080
A Practical Companion to Ethics,019973058X,9780199730582
Taking Sides: Clashing Views on Bioethical Issues,1259873404,9781259873409
Global Ethics: An Introduction,1844652823,9781844652822
The Right Thing To Do: Basic Readings in Moral Philosophy,0078038235,9780078038235
Ethics: Selections from Classical and Contemporary Writers,053845282X,9780538452823
Supportive care for the person with dementia,0199554137,9780199554133
Palliative Care Nursing: Quality Care to the End of Life,0826113842,9780826113849
Consoling Ghosts: Stories of Medicine and Mourning from Southeast Asians in Exile,0816687188,9780816687183
"The Architecture of Computer Hardware, Systems Software, & Networking: An Information Technology Approach",0471715425,9780471715429
CompTIA Network+ N10-006 Exam Cram (5th Edition),078975410X,8601422003895
Computer Networking: A Top-Down Approach (5th Edition),0136079679,9780136079675
Applied Networking Labs (2nd Edition),0133545180,9780133545180
Computer Networks and Internets (6th Edition),0133587932,9780133587937
Guide to TCP/IP: IPv6 and IPv4 (MindTap Course List),1305946952,9781305946958
Psychology: An Introduction,0078035163,9780078035166
Shakespeare's King Lear (Cliffs Notes),0822000415,9780822000419
The Lord of the Rings and The Hobbit (Cliffs Notes),0822012863,9780822012863
Critical Thinking Skills: Developing Effective Analysis and Argument (Palgrave Study Skills),0230285295,8601400017395
New Insight into IELTS Student's Book with Answers (Insights),0521680891,9780521680899
Machiavelli's The Prince (Cliffs Notes),0822010933,0049086010930
